timestamp,x,z,vtheta,grad,g,u
1083,1.027,1.026,0.0,0.0,2.645,2.645
2084,1.053,1.052,0.0,1.0,2.637,2.637
3084,1.079,1.078,0.0,1.0,2.629,2.629
4085,1.105,1.104,0.0,1.0,2.62,2.62
5086,1.13,1.13,0.0,1.0,2.612,2.612
6086,1.154,1.156,0.0,0.0,2.603,2.603
7087,1.178,1.181,0.0,-1.0,2.595,2.595
8087,1.204,1.206,0.0,-1.0,2.587,2.587
9088,1.228,1.231,0.0,-1.0,2.578,2.578
10088,1.255,1.256,0.0,-1.0,2.57,2.57
11089,1.278,1.281,0.0,-1.0,2.562,2.562
12089,1.303,1.306,0.0,-1.0,2.553,2.553
13090,1.33,1.331,0.0,-1.0,2.545,2.545
14091,1.354,1.356,0.0,-1.0,2.536,2.536
15091,1.381,1.381,0.0,-1.0,2.528,2.528
16092,1.404,1.406,0.0,0.0,2.519,2.519
17092,1.431,1.431,0.0,-1.0,2.511,2.511
18093,1.454,1.456,0.0,0.0,2.502,2.502
19093,1.481,1.48,0.0,-1.0,2.493,2.493
20094,1.505,1.504,0.0,1.0,2.485,2.485
21095,1.531,1.528,0.0,1.0,2.477,2.477
22095,1.554,1.552,0.0,1.0,2.468,2.468
23096,1.579,1.576,0.0,1.0,2.46,2.46
24096,1.603,1.6,0.0,1.0,2.451,2.451
25097,1.626,1.624,0.0,1.0,2.442,2.442
26097,1.648,1.648,0.0,1.0,2.438,2.438
27098,1.674,1.672,0.0,0.0,2.429,2.429
28099,1.696,1.696,0.0,1.0,2.424,2.424
29099,1.722,1.72,0.0,0.0,2.415,2.415
30100,1.745,1.744,0.0,1.0,2.407,2.407
32189,1.768,1.767,0.0,1.0,2.39,2.39
33189,1.792,1.79,0.0,1.0,2.386,2.386
34190,1.817,1.813,0.0,1.0,2.373,2.373
35190,1.841,1.836,0.0,1.0,2.368,2.368
36191,1.864,1.859,0.0,1.0,2.356,2.356
37191,1.887,1.882,0.0,1.0,2.347,2.347
38192,1.911,1.905,0.0,1.0,2.342,2.342
39193,1.936,1.928,0.0,1.0,2.333,2.333
40193,1.961,1.951,0.0,1.0,2.325,2.325
41194,1.983,1.974,0.0,1.0,2.316,2.316
42194,2.006,1.997,0.0,1.0,2.307,2.307
43195,2.03,2.019,0.0,1.0,2.294,2.294
44195,2.052,2.041,0.005,1.0,2.289,2.289
45196,2.076,2.063,0.01,1.0,2.281,2.276
46197,2.1,2.085,0.015,1.0,2.268,2.258
47197,2.12,2.107,0.02,1.0,2.263,2.248
48198,2.144,2.129,0.025,1.0,2.254,2.234
49198,2.168,2.151,0.03,1.0,2.241,2.216
50199,2.191,2.173,0.035,1.0,2.232,2.202
51199,2.213,2.195,0.04,1.0,2.227,2.192
52200,2.236,2.217,0.045,1.0,2.218,2.178
53200,2.257,2.239,0.05,1.0,2.205,2.16
54201,2.28,2.261,0.055,1.0,2.2,2.15
55202,2.303,2.282,0.06,1.0,2.187,2.132
56202,2.325,2.303,0.065,1.0,2.182,2.122
57203,2.344,2.324,0.07,1.0,2.169,2.104
58203,2.362,2.345,0.075,1.0,2.16,2.09
59204,2.383,2.366,0.08,1.0,2.155,2.08
60204,2.402,2.387,0.085,1.0,2.146,2.066
61205,2.422,2.408,0.09,1.0,2.137,2.052
62206,2.439,2.429,0.095,1.0,2.128,2.038
63206,2.459,2.45,0.095,1.0,2.119,2.024
64207,2.478,2.471,0.095,1.0,2.109,2.014
65207,2.5,2.491,0.095,1.0,2.096,2.001
66208,2.518,2.511,0.095,1.0,2.091,1.996
67411,2.54,2.531,0.095,1.0,2.078,1.983
68412,2.558,2.551,0.095,1.0,2.069,1.974
69412,2.579,2.571,0.095,1.0,2.059,1.964
70413,2.599,2.591,0.095,1.0,2.054,1.959
71413,2.619,2.611,0.095,1.0,2.041,1.946
72414,2.637,2.631,0.095,1.0,2.031,1.936
73414,2.655,2.651,0.095,1.0,2.022,1.927
74415,2.674,2.671,0.095,1.0,2.013,1.918
75415,2.694,2.691,0.095,1.0,2.004,1.909
76416,2.713,2.71,0.095,1.0,1.994,1.899
77417,2.731,2.729,0.095,1.0,1.985,1.89
78417,2.747,2.748,0.095,1.0,1.976,1.881
