timestamp,x,z,vtheta,grad,g,u
1033,7.983,7.982,0.0,0.0,-1.732,-1.732
2033,7.965,7.964,0.0,1.0,-1.732,-1.732
3288,7.948,7.946,0.0,1.0,-1.738,-1.738
4289,7.93,7.928,0.0,1.0,-1.733,-1.733
5290,7.912,7.91,0.0,1.0,-1.734,-1.734
6290,7.893,7.892,0.0,1.0,-1.734,-1.734
7291,7.874,7.874,0.0,1.0,-1.735,-1.735
8291,7.857,7.856,0.0,0.0,-1.736,-1.736
9292,7.838,7.838,0.0,1.0,-1.736,-1.736
10292,7.822,7.82,0.0,0.0,-1.737,-1.737
11293,7.802,7.802,0.0,1.0,-1.737,-1.737
12293,7.784,7.784,0.0,0.0,-1.743,-1.743
13294,7.768,7.766,0.0,0.0,-1.738,-1.738
14295,7.749,7.748,0.0,1.0,-1.743,-1.743
15295,7.734,7.73,0.0,1.0,-1.738,-1.738
16296,7.714,7.712,0.0,1.0,-1.738,-1.738
17296,7.698,7.694,0.0,1.0,-1.739,-1.739
18297,7.678,7.676,0.0,1.0,-1.739,-1.739
19297,7.662,7.658,0.0,1.0,-1.739,-1.739
20298,7.644,7.64,0.0,1.0,-1.739,-1.739
21299,7.628,7.622,0.0,1.0,-1.744,-1.744
22299,7.609,7.604,0.0,1.0,-1.739,-1.739
23300,7.592,7.586,0.0,1.0,-1.739,-1.739
24300,7.574,7.568,0.0,1.0,-1.739,-1.739
26633,7.555,7.55,0.0,1.0,-1.749,-1.749
28007,7.535,7.532,0.0,1.0,-1.749,-1.749
29008,7.519,7.514,0.0,1.0,-1.749,-1.749
30008,7.499,7.496,0.0,1.0,-1.748,-1.748
31009,7.483,7.478,0.0,1.0,-1.748,-1.748
32009,7.465,7.46,0.0,1.0,-1.748,-1.748
33010,7.447,7.442,0.0,1.0,-1.748,-1.748
34010,7.43,7.424,0.0,1.0,-1.747,-1.747
35011,7.414,7.406,0.0,1.0,-1.747,-1.747
36012,7.397,7.388,0.0,1.0,-1.746,-1.746
37012,7.379,7.37,0.0,1.0,-1.746,-1.746
38013,7.361,7.352,0.0,1.0,-1.745,-1.745
39013,7.344,7.334,0.0,1.0,-1.745,-1.745
40014,7.328,7.316,0.005,1.0,-1.744,-1.744
41014,7.312,7.298,0.01,1.0,-1.744,-1.749
42015,7.293,7.28,0.015,1.0,-1.743,-1.753
43016,7.275,7.262,0.02,1.0,-1.742,-1.757
44016,7.258,7.244,0.025,1.0,-1.742,-1.762
45017,7.239,7.226,0.03,1.0,-1.741,-1.766
46017,7.222,7.208,0.035,1.0,-1.74,-1.77
47018,7.206,7.19,0.04,1.0,-1.739,-1.774
48018,7.186,7.172,0.045,1.0,-1.738,-1.778
49019,7.169,7.154,0.05,1.0,-1.737,-1.782
50019,7.153,7.136,0.055,1.0,-1.736,-1.786
51020,7.137,7.118,0.06,1.0,-1.736,-1.791
52021,7.119,7.1,0.065,1.0,-1.734,-1.794
53022,7.102,7.082,0.07,1.0,-1.733,-1.798
54022,7.083,7.064,0.075,1.0,-1.732,-1.802
55023,7.066,7.046,0.08,1.0,-1.731,-1.806
56023,7.049,7.028,0.085,1.0,-1.73,-1.81
57024,7.032,7.01,0.09,1.0,-1.729,-1.814
58024,7.012,6.992,0.095,1.0,-1.728,-1.818
59025,6.991,6.974,0.1,1.0,-1.726,-1.821
60046,6.973,6.956,0.105,1.0,-1.725,-1.825
61046,6.953,6.938,0.11,1.0,-1.723,-1.828
62047,6.934,6.92,0.115,1.0,-1.722,-1.832
63048,6.913,6.902,0.12,1.0,-1.721,-1.836
64048,6.895,6.884,0.125,1.0,-1.719,-1.839
65049,6.876,6.866,0.13,1.0,-1.718,-1.843
66049,6.859,6.848,0.135,1.0,-1.716,-1.846
67050,6.839,6.83,0.14,1.0,-1.714,-1.849
68050,6.822,6.812,0.14,1.0,-1.713,-1.853
69051,6.802,6.794,0.145,1.0,-1.707,-1.847
70051,6.785,6.776,0.145,1.0,-1.709,-1.854
71052,6.766,6.758,0.145,1.0,-1.704,-1.849
72052,6.748,6.74,0.145,1.0,-1.702,-1.847
73053,6.728,6.722,0.145,1.0,-1.7,-1.845
74054,6.708,6.705,0.145,1.0,-1.699,-1.844
75054,6.69,6.688,0.145,1.0,-1.697,-1.842
76055,6.673,6.671,0.145,1.0,-1.695,-1.84
77055,6.655,6.654,0.145,1.0,-1.693,-1.838
78056,6.636,6.637,0.145,1.0,-1.692,-1.837
79056,6.618,6.62,0.145,-1.0,-1.69,-1.545
80057,6.603,6.603,0.145,-1.0,-1.688,-1.543
81058,6.586,6.586,0.145,0.0,-1.686,-1.686
82058,6.567,6.569,0.145,0.0,-1.684,-1.684
83059,6.55,6.552,0.145,-1.0,-1.682,-1.537
84059,6.536,6.535,0.145,-1.0,-1.68,-1.535
85060,6.518,6.518,0.145,1.0,-1.678,-1.823
86061,6.503,6.501,0.145,0.0,-1.676,-1.676
87061,6.486,6.484,0.145,1.0,-1.674,-1.819
88062,6.468,6.467,0.145,1.0,-1.671,-1.816
89062,6.449,6.45,0.145,1.0,-1.669,-1.814
90063,6.434,6.433,0.145,-1.0,-1.667,-1.522
91063,6.417,6.416,0.145,1.0,-1.664,-1.809
92064,6.397,6.399,0.145,1.0,-1.659,-1.804
93065,6.381,6.382,0.145,-1.0,-1.659,-1.514
94065,6.364,6.365,0.145,-1.0,-1.657,-1.512
95066,6.347,6.348,0.145,-1.0,-1.654,-1.509
96066,6.331,6.331,0.145,-1.0,-1.651,-1.506
97067,6.314,6.314,0.145,0.0,-1.648,-1.648
98067,6.298,6.297,0.145,0.0,-1.646,-1.646
99068,6.28,6.28,0.145,1.0,-1.641,-1.786
100068,6.261,6.263,0.145,0.0,-1.637,-1.637
101069,6.246,6.246,0.145,-1.0,-1.634,-1.489
102069,6.23,6.229,0.145,0.0,-1.631,-1.631
103070,6.212,6.212,0.145,1.0,-1.628,-1.773
104071,6.193,6.195,0.145,0.0,-1.625,-1.625
105071,6.178,6.178,0.145,-1.0,-1.622,-1.477
106072,6.16,6.161,0.145,0.0,-1.619,-1.619
107072,6.144,6.144,0.145,-1.0,-1.615,-1.47
108073,6.129,6.127,0.145,0.0,-1.612,-1.612
109073,6.113,6.11,0.145,1.0,-1.609,-1.754
110074,6.094,6.093,0.145,1.0,-1.605,-1.75
111074,6.075,6.076,0.145,1.0,-1.601,-1.746
112075,6.06,6.06,0.145,-1.0,-1.598,-1.453
113076,6.043,6.044,0.145,0.0,-1.594,-1.594
114076,6.03,6.028,0.145,-1.0,-1.591,-1.446
115077,6.013,6.012,0.145,1.0,-1.587,-1.732
116077,5.994,5.996,0.145,1.0,-1.583,-1.728
117078,5.979,5.98,0.145,-1.0,-1.579,-1.434
118079,5.963,5.964,0.145,-1.0,-1.575,-1.43
119079,5.946,5.948,0.145,-1.0,-1.571,-1.426
120080,5.932,5.932,0.145,-1.0,-1.567,-1.422
121080,5.916,5.916,0.145,0.0,-1.563,-1.563
122989,5.9,5.9,0.145,0.0,-1.558,-1.558
123990,5.886,5.884,0.145,0.0,-1.553,-1.553
124990,5.868,5.868,0.145,1.0,-1.547,-1.692
125991,5.85,5.852,0.145,0.0,-1.541,-1.541
126991,5.838,5.836,0.145,-1.0,-1.535,-1.39
127992,5.821,5.82,0.145,1.0,-1.53,-1.675
128993,5.805,5.804,0.145,1.0,-1.524,-1.669
129993,5.79,5.788,0.145,1.0,-1.518,-1.663
130994,5.77,5.772,0.145,1.0,-1.511,-1.656
131994,5.756,5.756,0.145,-1.0,-1.504,-1.359
132995,5.742,5.741,0.145,0.0,-1.498,-1.498
133995,5.724,5.726,0.145,1.0,-1.492,-1.637
135040,5.712,5.711,0.145,-1.0,-1.486,-1.341
136040,5.693,5.696,0.145,1.0,-1.48,-1.625
137041,5.678,5.681,0.145,-1.0,-1.475,-1.33
138042,5.662,5.666,0.145,-1.0,-1.467,-1.322
139042,5.65,5.651,0.145,-1.0,-1.46,-1.315
140043,5.638,5.636,0.145,-1.0,-1.455,-1.31
141043,5.624,5.621,0.145,1.0,-1.447,-1.592
142044,5.606,5.606,0.145,1.0,-1.442,-1.587
143044,5.591,5.591,0.145,0.0,-1.434,-1.434
144045,5.579,5.576,0.145,0.0,-1.427,-1.427
145045,5.562,5.561,0.145,1.0,-1.421,-1.566
146046,5.545,5.546,0.145,1.0,-1.414,-1.559
147047,5.534,5.531,0.145,-1.0,-1.407,-1.262
148047,5.52,5.517,0.145,1.0,-1.4,-1.545
149048,5.505,5.503,0.145,1.0,-1.393,-1.538
150048,5.487,5.489,0.145,1.0,-1.386,-1.531
151049,5.475,5.475,0.145,-1.0,-1.379,-1.234
152049,5.463,5.461,0.145,0.0,-1.372,-1.372
153050,5.446,5.447,0.145,1.0,-1.365,-1.51
154051,5.432,5.433,0.145,-1.0,-1.358,-1.213
155051,5.422,5.419,0.145,-1.0,-1.351,-1.206
156052,5.405,5.405,0.145,1.0,-1.344,-1.489
157052,5.391,5.391,0.145,0.0,-1.337,-1.337
158053,5.379,5.377,0.145,0.0,-1.33,-1.33
159054,5.366,5.363,0.145,1.0,-1.325,-1.47
160054,5.349,5.349,0.145,1.0,-1.316,-1.461
161055,5.337,5.335,0.145,0.0,-1.31,-1.31
162055,5.321,5.321,0.145,1.0,-1.3,-1.445
163056,5.309,5.308,0.145,0.0,-1.293,-1.293
164057,5.292,5.295,0.145,1.0,-1.285,-1.43
165057,5.279,5.282,0.145,-1.0,-1.28,-1.135
166058,5.265,5.269,0.145,-1.0,-1.273,-1.128
167058,5.255,5.256,0.145,-1.0,-1.265,-1.12
168059,5.244,5.243,0.145,-1.0,-1.258,-1.113
169059,5.228,5.23,0.145,1.0,-1.25,-1.395
170060,5.215,5.217,0.145,-1.0,-1.242,-1.097
171060,5.202,5.204,0.145,-1.0,-1.235,-1.09
172061,5.189,5.191,0.145,-1.0,-1.227,-1.082
173062,5.178,5.178,0.145,-1.0,-1.219,-1.074
174172,5.166,5.165,0.145,0.0,-1.209,-1.209
175172,5.151,5.152,0.145,1.0,-1.204,-1.349
176173,5.141,5.14,0.145,-1.0,-1.193,-1.048
177174,5.13,5.128,0.145,1.0,-1.186,-1.331
178174,5.116,5.116,0.145,1.0,-1.181,-1.326
179175,5.102,5.104,0.145,0.0,-1.173,-1.173
180175,5.093,5.092,0.145,-1.0,-1.165,-1.02
181176,5.081,5.08,0.145,1.0,-1.158,-1.303
182176,5.067,5.068,0.145,1.0,-1.147,-1.292
183177,5.057,5.056,0.145,-1.0,-1.139,-0.994
184177,5.041,5.044,0.145,1.0,-1.134,-1.279
185178,5.03,5.032,0.145,-1.0,-1.126,-0.981
186179,5.019,5.02,0.145,-1.0,-1.115,-0.97
187179,5.006,5.008,0.145,-1.0,-1.11,-0.965
188180,4.997,4.996,0.145,-1.0,-1.102,-0.957
189180,4.986,4.985,0.145,1.0,-1.091,-1.236
190181,4.975,4.974,0.145,1.0,-1.086,-1.231
191181,4.961,4.963,0.145,1.0,-1.078,-1.223
192182,4.951,4.952,0.145,-1.0,-1.07,-0.925
193182,4.939,4.941,0.145,-1.0,-1.065,-0.92
194183,4.928,4.93,0.145,-1.0,-1.054,-0.909
195183,4.92,4.919,0.145,-1.0,-1.049,-0.904
196184,4.909,4.908,0.145,1.0,-1.044,-1.189
197185,4.895,4.897,0.145,1.0,-1.035,-1.18
198185,4.886,4.886,0.145,-1.0,-1.027,-0.882
199186,4.877,4.875,0.145,0.0,-1.019,-1.019
200186,4.863,4.864,0.145,1.0,-1.01,-1.155
201187,4.856,4.853,0.145,-1.0,-1.002,-0.857
202187,4.843,4.843,0.145,1.0,-0.993,-1.138
203188,4.833,4.833,0.145,0.0,-0.985,-0.985
204189,4.823,4.823,0.145,0.0,-0.977,-0.977
205189,4.814,4.813,0.145,0.0,-0.969,-0.969
206190,4.8,4.803,0.145,1.0,-0.963,-1.108
207190,4.794,4.793,0.145,-1.0,-0.951,-0.806
208191,4.78,4.783,0.145,1.0,-0.943,-1.088
209191,4.77,4.773,0.145,-1.0,-0.934,-0.789
210192,4.763,4.763,0.145,-1.0,-0.929,-0.784
211192,4.753,4.753,0.145,0.0,-0.92,-0.92
212193,4.745,4.743,0.145,0.0,-0.911,-0.911
213194,4.737,4.733,0.145,1.0,-0.901,-1.046
214194,4.725,4.724,0.145,1.0,-0.892,-1.037
