timestamp,x,z,vtheta,grad,g,u
1062,7.983,8.982,0.005,-1.0,-1.735,-1.735
2062,7.964,8.964,0.01,-1.0,-1.736,-1.731
3063,7.945,8.946,0.015,-1.0,-1.736,-1.726
4064,7.927,8.928,0.02,-1.0,-1.737,-1.722
5064,7.912,8.91,0.025,-1.0,-1.738,-1.718
6065,7.893,8.892,0.03,-1.0,-1.738,-1.713
7065,7.874,8.874,0.035,-1.0,-1.739,-1.709
8066,7.856,8.856,0.04,-1.0,-1.739,-1.704
9066,7.839,8.838,0.045,-1.0,-1.74,-1.7
10067,7.823,8.82,0.05,-1.0,-1.74,-1.695
11067,7.806,8.802,0.055,-1.0,-1.735,-1.685
12068,7.79,8.784,0.06,-1.0,-1.741,-1.686
13069,7.774,8.766,0.065,-1.0,-1.741,-1.681
14069,7.759,8.748,0.07,-1.0,-1.741,-1.676
15070,7.742,8.73,0.075,-1.0,-1.736,-1.666
16070,7.724,8.712,0.08,-1.0,-1.736,-1.661
17071,7.705,8.694,0.085,-1.0,-1.737,-1.657
18071,7.686,8.676,0.09,-1.0,-1.737,-1.652
19072,7.667,8.658,0.095,-1.0,-1.737,-1.647
20072,7.649,8.64,0.1,-1.0,-1.737,-1.642
21073,7.634,8.622,0.105,-1.0,-1.737,-1.637
22073,7.616,8.604,0.11,-1.0,-1.737,-1.632
23074,7.6,8.586,0.115,-1.0,-1.737,-1.627
24075,7.584,8.568,0.12,-1.0,-1.737,-1.622
25075,7.57,8.55,0.125,-1.0,-1.737,-1.617
26076,7.553,8.532,0.13,-1.0,-1.737,-1.612
27076,7.538,8.514,0.135,-1.0,-1.737,-1.607
28077,7.52,8.496,0.14,-1.0,-1.737,-1.602
29078,7.501,8.478,0.145,-1.0,-1.736,-1.596
30078,7.486,8.46,0.15,-1.0,-1.731,-1.586
31079,7.469,8.442,0.155,-1.0,-1.736,-1.586
32079,7.451,8.424,0.16,-1.0,-1.736,-1.581
33080,7.437,8.406,0.165,-1.0,-1.735,-1.575
34080,7.42,8.388,0.17,-1.0,-1.735,-1.57
35081,7.404,8.37,0.175,-1.0,-1.735,-1.565
36081,7.386,8.352,0.18,-1.0,-1.734,-1.559
37082,7.371,8.334,0.185,-1.0,-1.734,-1.554
38083,7.355,8.316,0.19,-1.0,-1.733,-1.548
39083,7.337,8.298,0.195,-1.0,-1.733,-1.543
40084,7.32,8.28,0.2,-1.0,-1.732,-1.537
41084,7.306,8.262,0.205,-1.0,-1.732,-1.532
42085,7.292,8.244,0.21,-1.0,-1.731,-1.526
43085,7.275,8.226,0.215,-1.0,-1.73,-1.52
44086,7.262,8.208,0.22,-1.0,-1.73,-1.515
45086,7.248,8.19,0.225,-1.0,-1.729,-1.509
46087,7.234,8.172,0.23,-1.0,-1.728,-1.503
47088,7.218,8.154,0.235,-1.0,-1.727,-1.497
48088,7.201,8.136,0.24,-1.0,-1.726,-1.491
49089,7.186,8.118,0.245,-1.0,-1.725,-1.485
50089,7.169,8.1,0.25,-1.0,-1.72,-1.475
51090,7.152,8.082,0.255,-1.0,-1.719,-1.469
52090,7.137,8.064,0.26,-1.0,-1.719,-1.464
53091,7.122,8.046,0.265,-1.0,-1.717,-1.457
54092,7.107,8.028,0.27,-1.0,-1.716,-1.451
55092,7.091,8.01,0.275,-1.0,-1.715,-1.445
56093,7.076,7.992,0.28,-1.0,-1.714,-1.439
57093,7.064,7.974,0.285,-1.0,-1.713,-1.433
58094,7.048,7.956,0.29,-1.0,-1.712,-1.427
59094,7.033,7.938,0.295,-1.0,-1.71,-1.42
60095,7.018,7.92,0.3,-1.0,-1.709,-1.414
61096,7.006,7.902,0.305,-1.0,-1.708,-1.408
62096,6.991,7.884,0.31,-1.0,-1.706,-1.401
63097,6.976,7.866,0.315,-1.0,-1.705,-1.395
64097,6.961,7.848,0.32,-1.0,-1.703,-1.388
65098,6.945,7.83,0.325,-1.0,-1.702,-1.382
66098,6.931,7.812,0.33,-1.0,-1.7,-1.375
67099,6.919,7.795,0.335,-1.0,-1.699,-1.369
68100,6.907,7.778,0.34,-1.0,-1.697,-1.362
69100,6.894,7.761,0.345,-1.0,-1.696,-1.356
70101,6.878,7.744,0.35,-1.0,-1.694,-1.349
71102,6.863,7.727,0.355,-1.0,-1.693,-1.343
72102,6.849,7.71,0.36,-1.0,-1.692,-1.337
73141,6.835,7.693,0.365,-1.0,-1.69,-1.33
74142,6.822,7.676,0.37,-1.0,-1.689,-1.324
75142,6.81,7.659,0.375,-1.0,-1.684,-1.314
76143,6.798,7.642,0.38,-1.0,-1.685,-1.31
77144,6.787,7.625,0.385,-1.0,-1.683,-1.303
78144,6.772,7.608,0.39,-1.0,-1.681,-1.296
79145,6.758,7.591,0.395,-1.0,-1.676,-1.286
80145,6.744,7.574,0.4,-1.0,-1.678,-1.283
81146,6.73,7.557,0.405,-1.0,-1.673,-1.273
82146,6.716,7.54,0.41,-1.0,-1.674,-1.269
83147,6.701,7.523,0.415,-1.0,-1.669,-1.259
84147,6.688,7.506,0.42,-1.0,-1.67,-1.255
85148,6.675,7.489,0.425,-1.0,-1.665,-1.245
86225,6.664,7.472,0.43,-1.0,-1.666,-1.241
87226,6.653,7.455,0.435,-1.0,-1.661,-1.231
88628,6.64,7.438,0.44,-1.0,-1.661,-1.226
89629,6.628,7.421,0.445,-1.0,-1.659,-1.219
90629,6.617,7.404,0.45,-1.0,-1.657,-1.212
91630,6.605,7.387,0.455,-1.0,-1.654,-1.204
92631,6.593,7.37,0.46,-1.0,-1.652,-1.197
93631,6.579,7.353,0.465,-1.0,-1.649,-1.189
94632,6.569,7.336,0.47,-1.0,-1.644,-1.179
95878,6.559,7.319,0.475,-1.0,-1.644,-1.174
96878,6.547,7.302,0.48,-1.0,-1.639,-1.164
97879,6.536,7.285,0.485,-1.0,-1.639,-1.159
98879,6.525,7.268,0.49,-1.0,-1.636,-1.151
99880,6.511,7.251,0.495,-1.0,-1.633,-1.143
100880,6.5,7.234,0.5,-1.0,-1.63,-1.135
101881,6.488,7.217,0.505,-1.0,-1.627,-1.127
102882,6.478,7.2,0.51,-1.0,-1.624,-1.119
103882,6.468,7.183,0.515,-1.0,-1.621,-1.111
104883,6.457,7.166,0.52,-1.0,-1.618,-1.103
105883,6.445,7.149,0.525,-1.0,-1.615,-1.095
106884,6.431,7.132,0.53,-1.0,-1.612,-1.087
107884,6.42,7.115,0.535,-1.0,-1.609,-1.079
108885,6.411,7.098,0.54,-1.0,-1.605,-1.07
109886,6.399,7.081,0.545,-1.0,-1.602,-1.062
110886,6.39,7.065,0.55,-1.0,-1.598,-1.053
111887,6.381,7.049,0.555,-1.0,-1.595,-1.045
112887,6.369,7.033,0.56,-1.0,-1.592,-1.037
113888,6.36,7.017,0.565,-1.0,-1.588,-1.028
114888,6.348,7.001,0.57,-1.0,-1.585,-1.02
115889,6.338,6.985,0.575,-1.0,-1.581,-1.011
116890,6.329,6.969,0.58,-1.0,-1.577,-1.002
117890,6.318,6.953,0.585,-1.0,-1.574,-0.994
118891,6.31,6.937,0.59,-1.0,-1.57,-0.985
119891,6.298,6.921,0.595,-1.0,-1.566,-0.976
120892,6.29,6.905,0.6,-1.0,-1.562,-0.967
121892,6.278,6.889,0.605,-1.0,-1.558,-0.958
122893,6.27,6.873,0.61,-1.0,-1.554,-0.949
123893,6.26,6.857,0.615,-1.0,-1.549,-0.939
124894,6.249,6.841,0.62,-1.0,-1.544,-0.929
