timestamp,state,vstate,vartheta
0,22174293,26112817,96500
224,22403554,26305053,190500
435,22600532,26466862,279500
649,22796266,26604989,369000
875,22983381,26717069,460500
1109,23154549,26798289,560499
1340,23258144,26786431,661999
1571,23327182,26719712,758499
1791,23385442,26634694,853499
2014,23458889,26535510,947499
2230,23538408,26430138,1037499
2454,23624377,26306684,1133999
2673,23706947,26173403,1230499
2894,23799781,26031044,1327999
3110,23913074,25886987,1421499
3329,24027395,25742225,1510999
3553,24166807,25580001,1607499
3770,24306227,25415347,1701499
3990,24468826,25241345,1798499
4214,24658640,25061166,1896499
4455,24858812,24859396,1997499
4681,24667260,24668647,1997499
4900,24481234,24480113,1997499
5145,24277480,24277363,1997499
5374,24082596,24083418,1997499
5602,23892842,23890760,1997499
5836,23699058,23696610,1997499
6069,23493236,23494483,1997499
6293,23296482,23295098,1997499
6521,23087792,23087051,1997499
6743,22882140,22882895,1997499
6975,22678504,22677982,1997499
7204,22463150,22464601,1997499
7443,22241218,22239535,1997499
7666,22025532,22025214,1997499
7900,21800199,21798965,1997499
8131,21572813,21572124,1997499
8360,21338813,21340724,1997499
8584,21113149,21114250,1997499
8809,20882644,20884617,1997499
9041,20642537,20643013,1997499
9272,20400189,20400891,1997499
9498,20166509,20165825,1997499
9728,19915912,19913813,1997499
9951,19667250,19666105,1997499
10180,19422477,19423231,1997499
10401,19172375,19173875,1997499
10621,18925079,18926955,1997499
10852,18672642,18671885,1997499
11085,18403193,18401632,1997499
11312,18150589,18150520,1997499
11531,17909050,17908228,1997499
11771,17621415,17620880,1997499
12014,17327267,17326985,1997499
12231,17049050,17048688,1997499
12469,16764206,16765266,1997499
12700,16469828,16468403,1997499
12931,16193032,16193103,1997499
13152,15907592,15908567,1997499
13374,15608226,15607907,1997499
13591,15316704,15318649,1997499
13816,15009585,15008955,1997499
14031,14718988,14717726,1997499
14261,14407944,14410182,1997499
14480,14103176,14105322,1997499
14700,13793439,13794854,1997499
14942,13463156,13461239,1997499
15168,13158206,13159821,1997499
15394,12842211,12844002,1997499
15620,12551693,12551096,1997499
15840,12272820,12273664,1997499
16063,11972869,11972270,1997499
16291,11678221,11676790,1997499
16511,11373378,11375355,1997499
16743,11070027,11068560,1997499
16962,10805229,10804104,1997499
17194,10533745,10533631,1997499
17410,10287898,10288544,1997499
17630,10043543,10042589,1997499
17853,9815116,9816112,1997499
18088,9599870,9600191,1997499
18322,9412775,9413630,1997499
18543,9273179,9272360,1997499
18776,9153170,9153545,1997499
19002,9079765,9080334,1997499
19231,9083212,9084700,1997499
19456,9143989,9143263,1997499
19725,9230217,9231079,1997499
19943,9315489,9315573,1997499
20174,9411502,9412453,1997499
20395,9510952,9512397,1997499
20646,9630248,9629664,1997499
20876,9739767,9738562,1997499
21111,9861781,9861679,1997499
21346,9987982,9987568,1997499
21578,10116598,10117944,1997499
21812,10253803,10253273,1997499
22054,10392758,10393948,1997499
22281,10522827,10521022,1997499
22512,10668015,10669534,1997499
22735,10817891,10815972,1997499
22962,10964579,10963896,1997499
23180,11110246,11110783,1997499
23407,11260799,11261854,1997499
23632,11419324,11417392,1997499
23861,11567592,11568700,1997499
24083,11725552,11724917,1997499
24302,11877618,11879432,1997499
24523,12041662,12041721,1997499
24744,12200461,12198910,1997499
24969,12362557,12364470,1997499
25191,12518285,12520129,1997499
25421,12688834,12687964,1997499
25656,12866525,12866609,1997499
25881,13032040,13031392,1997499
26110,13201694,13201473,1997499
26346,13386707,13385956,1997499
26597,13572978,13572895,1997499
26879,13791648,13789115,1997499
27105,13962300,13963145,1997499
27336,14135154,14135105,1997499
27573,14327519,14329197,1997499
27793,14504698,14505319,1997499
28051,14716540,14714434,1997499
28322,14928820,14927155,1997499
28639,15178183,15178733,1997499
28981,15445268,15445938,1997499
29353,15730285,15731705,1997499
29686,15998014,15995963,1997499
30045,16271736,16271029,1997499
30388,16523285,16521333,1997499
30683,16728285,16730052,1997499
31041,16977389,16977204,1997499
31262,17132252,17131973,1997499
31494,17290114,17291374,1997499
31724,17444898,17443937,1997499
31950,17577131,17576825,1997499
32190,17714562,17713290,1997499
32411,17818978,17819371,1997499
32641,17914371,17913980,1997499
32872,17995268,17993809,1997499
33110,18062150,18063129,1997499
33367,18125934,18125488,1997499
33594,18172358,18173970,1997499
33842,18219807,18219090,1997499
34062,18235711,18237042,1997499
34300,18220463,18219636,1997499
34521,18196241,18197004,1997499
34752,18172341,18172179,1997499
34981,18144634,18144901,1997499
35201,18113269,18114456,1997499
35428,18078088,18080385,1997499
35671,18045824,18045585,1997499
35895,18015883,18015573,1997499
36121,17988451,17989726,1997499
36353,17964287,17965168,1997499
36585,17938830,17940060,1997499
36811,17910461,17909738,1997499
37272,17857846,17856953,1997499
37491,17826485,17825151,1997499
37715,17765286,17767373,1997499
37937,17711914,17709783,1997499
38164,17652515,17650781,1997499
38383,17588435,17589981,1997499
38614,17528989,17528908,1997499
38844,17468273,17468744,1997499
39073,17410200,17408658,1997499
39293,17348386,17347851,1997499
39515,17280941,17280851,1997499
39741,17210736,17211511,1997499
39982,17130831,17132606,1997499
40212,17055743,17055755,1997499
40435,16979895,16979813,1997499
40662,16900483,16900720,1997499
40889,16813898,16814784,1997499
41111,16730442,16730640,1997499
41330,16644093,16645370,1997499
41553,16556722,16555460,1997499
41771,16465835,16467083,1997499
41995,16378718,16377399,1997499
42214,16286274,16287000,1997499
42431,16190744,16190524,1997499
42656,16092763,16090737,1997499
42880,15992749,15992633,1997499
43112,15887240,15888526,1997499
43341,15789533,15787201,1997499
43566,15687170,15685045,1997499
43791,15578979,15580958,1997499
44012,15475892,15477121,1997499
44244,15374773,15372950,1997499
44485,15267804,15266492,1997499
44715,15156919,15158956,1997499
44931,15057490,15057529,1997499
45160,14947288,14948720,1997499
45391,14839780,14838484,1997499
45623,14724436,14723785,1997499
45851,14621996,14619680,1997499
46098,14495873,14494023,1997499
46330,14376158,14375820,1997499
46560,14256225,14256611,1997499
46812,14127655,14127233,1997499
47036,14016283,14014345,1997499
47262,13898721,13899699,1997499
47489,13798073,13798446,1997499
47730,13701123,13702126,1997499
47964,13638654,13639122,1997499
48197,13620330,13618131,1997499
48469,13652512,13653201,1997499
48714,13694123,13694607,1997499
48942,13742870,13741672,1997499
49187,13790945,13791870,1997499
49416,13834016,13835764,1997499
49680,13879904,13880663,1997499
49928,13917764,13918675,1997499
50161,13956962,13957137,1997499
50470,14009463,14009505,1997499
50716,14055710,14055642,1997499
50946,14103908,14104766,1997499
51182,14159281,14158630,1997499
51412,14212720,14213511,1997499
51634,14270619,14270659,1997499
51866,14332744,14332128,1997499
52102,14395780,14397048,1997499
52320,14459182,14460562,1997499
52557,14535669,14537011,1997499
52780,14611649,14611639,1997499
53002,14685081,14686524,1997499
53264,14775761,14775381,1997499
53514,14861347,14862532,1997499
53748,14948042,14949337,1997499
53977,15035481,15036700,1997499
54213,15127299,15127306,1997499
54444,15211806,15212702,1997499
54662,15292894,15293033,1997499
54885,15372807,15372738,1997499
55108,15452335,15452679,1997499
55375,15536542,15537461,1997499
55619,15612944,15614103,1997499
55840,15686450,15685018,1997499
56060,15761036,15761361,1997499
56295,15841868,15841397,1997499
56512,15915205,15913503,1997499
56733,15988048,15989145,1997499
56961,16065919,16065190,1997499
57193,16137354,16136484,1997499
57415,16203114,16203506,1997499
57634,16261958,16260743,1997499
57852,16288571,16286478,1997499
58072,16262277,16262467,1997499
58301,16228068,16228896,1997499
58533,16190701,16191161,1997499
58761,16155091,16152689,1997499
58990,16115563,16114224,1997499
59215,16080046,16079709,1997499
59451,16052794,16053988,1997499
59678,16047834,16047574,1997499
59904,16047144,16047354,1997499
60127,16035302,16035722,1997499
60355,16018267,16017494,1997499
60577,15995838,15993343,1997499
60794,15966031,15964395,1997499
61015,15933310,15932010,1997499
61245,15897024,15895794,1997499
61487,15852555,15853782,1997499
61712,15814309,15811970,1997499
61938,15766343,15766866,1997499
62160,15719270,15718308,1997499
62386,15667085,15667656,1997499
62626,15614161,15611622,1997499
62842,15558283,15557300,1997499
63075,15494938,15496506,1997499
63302,15439359,15439058,1997499
63552,15369788,15370654,1997499
63807,15302639,15302085,1997499
64062,15231676,15232642,1997499
64287,15173399,15171788,1997499
64512,15105149,15105521,1997499
64733,15038860,15039854,1997499
64951,14981908,14979493,1997499
65171,14915920,14913392,1997499
65404,14847643,14847795,1997499
65638,14784811,14785800,1997499
65864,14724436,14724103,1997499
66322,14630047,14627948,1997499
66546,14617511,14617645,1997499
66779,14659374,14657373,1997499
67001,14693822,14692816,1997499
67221,14727374,14726894,1997499
67441,14758587,14759442,1997499
67664,14789860,14791405,1997499
67883,14818821,14820207,1997499
68109,14846857,14848317,1997499
68331,14874848,14876022,1997499
68551,14902805,14903243,1997499
68770,14928501,14927689,1997499
68992,14949962,14952139,1997499
69214,14979821,14979568,1997499
69439,15009886,15010522,1997499
69666,15044576,15045757,1997499
69888,15083342,15084665,1997499
70111,15122078,15124681,1997499
70331,15167220,15168210,1997499
70569,15215147,15214921,1997499
70805,15262767,15260620,1997499
71049,15308547,15308919,1997499
71299,15355975,15356061,1997499
71521,15398530,15399434,1997499
71751,15440197,15440664,1997499
71983,15478633,15478294,1997499
72221,15510414,15510735,1997499
72444,15533659,15533242,1997499
72665,15552040,15552432,1997499
72896,15573059,15573250,1997499
73148,15593011,15593913,1997499
73376,15594108,15593396,1997499
73591,15583387,15584447,1997499
73812,15572933,15574406,1997499
74030,15559063,15559159,1997499
74252,15538381,15538969,1997499
74473,15516375,15517190,1997499
74690,15496009,15494479,1997499
74913,15470928,15471968,1997499
75136,15449539,15450904,1997499
75362,15435952,15434993,1997499
75582,15430497,15430786,1997499
75802,15423654,15422070,1997499
76021,15406880,15406102,1997499
76474,15380650,15380725,1997499
76702,15358068,15356830,1997499
76930,15316453,15315986,1997499
77153,15277163,15278688,1997499
77370,15239597,15241771,1997499
77596,15208762,15207338,1997499
77828,15175889,15174928,1997499
78054,15145504,15146812,1997499
78283,15116005,15115618,1997499
78523,15087285,15085904,1997499
78744,15057851,15057809,1997499
78980,15025806,15027370,1997499
79202,15004340,15006046,1997499
79423,15003785,15002822,1997499
79655,15003544,15003402,1997499
79875,15006982,15007917,1997499
80095,15017846,15018140,1997499
80313,15029584,15031743,1997499
80531,15044207,15045113,1997499
80756,15059216,15057260,1997499
80978,15067378,15069586,1997499
81204,15085995,15084783,1997499
81434,15097266,15095522,1997499
81657,15097000,15096204,1997499
81881,15094678,15096204,1997499
82102,15097573,15096204,1997499
82330,15097300,15096202,1997499
82563,15093948,15096201,1997499
82803,15096139,15096205,1997499
83025,15097092,15096206,1997499
83242,15095952,15096204,1997499
83470,15098887,15097017,1997499
83701,15101078,15100123,1997499
83924,15115665,15114547,1997499
84142,15135973,15135450,1997499
84362,15163455,15163207,1997499
84583,15197517,15195341,1997499
84812,15232061,15231062,1997499
85052,15269864,15269705,1997499
85271,15302765,15302628,1997499
85491,15334317,15333822,1997499
85721,15349431,15351024,1997499
85942,15352782,15350985,1997499
86178,15337087,15338083,1997499
86407,15319047,15319743,1997499
86631,15300699,15300219,1997499
86865,15276400,15276963,1997499
87093,15253824,15252570,1997499
87325,15225359,15227368,1997499
87563,15205336,15206342,1997499
87911,15193207,15194293,1997499
88184,15172890,15172640,1997499
88477,15150904,15149258,1997499
88808,15122443,15122273,1997499
89145,15090849,15092753,1997499
89493,15081408,15080490,1997499
89832,15086295,15088611,1997499
90192,15088947,15089929,1997499
90533,15101118,15101286,1997499
90801,15104337,15105819,1997499
91025,15106563,15106184,1997499
91248,15105130,15106184,1997499
91495,15107218,15106183,1997499
91714,15105632,15106186,1997499
91934,15108160,15106186,1997499
92158,15107555,15106184,1997499
92381,15106606,15106185,1997499
92622,15105778,15106244,1997499
92852,15107951,15109490,1997499
93075,15109510,15110416,1997499
93291,15110882,15110417,1997499
93524,15109108,15110415,1997499
93743,15111026,15110416,1997499
93961,15109562,15110416,1997499
94213,15112575,15111210,1997499
94441,15115590,15116024,1997499
94667,15125988,15125390,1997499
94891,15145135,15143852,1997499
95111,15170130,15168839,1997499
95332,15197758,15196387,1997499
95569,15224874,15224029,1997499
95792,15246403,15246359,1997499
96011,15253627,15252831,1997499
96234,15253157,15252829,1997499
96467,15252615,15252833,1997499
96706,15257948,15259284,1997499
96937,15263264,15264164,1997499
97162,15257001,15257367,1997499
97394,15248699,15251089,1997499
97615,15238818,15239948,1997499
97843,15227143,15226189,1997499
98102,15217675,15218533,1997499
98328,15209050,15208630,1997499
98564,15207927,15208259,1997499
98802,15206343,15208257,1997499
99035,15206690,15208258,1997499
99251,15201750,15200221,1997499
99482,15184849,15184581,1997499
99709,15164909,15164766,1997499
99934,15139771,15141050,1997499
100161,15117841,15120128,1997499
100382,15111612,15111557,1997499
100603,15110949,15111553,1997499
100822,15113035,15111552,1997499
101043,15113118,15111666,1997499
101271,15113624,15111668,1997499
101503,15114076,15113856,1997499
101727,15118673,15117259,1997499
101964,15119055,15117508,1997499
102210,15119477,15119908,1997499
102437,15131532,15132253,1997499
102661,15133071,15134381,1997499
102881,15135798,15138157,1997499
103106,15143381,15144457,1997499
103351,15153873,15151397,1997499
103571,15154046,15152338,1997499
103812,15157998,15157561,1997499
104044,15162902,15162381,1997499
104272,15161183,15162404,1997499
104491,15164583,15162406,1997499
104713,15163720,15162406,1997499
104932,15161748,15162407,1997499
105181,15162733,15162405,1997499
105415,15161016,15162406,1997499
105642,15163308,15162405,1997499
105879,15162196,15162406,1997499
106122,15164505,15163865,1997499
106343,15169234,15169385,1997499
106590,15180377,15181081,1997499
106812,15199532,15198050,1997499
107034,15212829,15212752,1997499
107252,15211771,15213071,1997499
107475,15207090,15205213,1997499
107696,15194040,15193294,1997499
107933,15188150,15185864,1997499
108164,15186519,15185198,1997499
108389,15186001,15184742,1997499
108614,15180529,15182518,1997499
108846,15171837,15173237,1997499
109069,15157983,15159566,1997499
109319,15148625,15150426,1997499
109543,15148811,15149068,1997499
109765,15148471,15149066,1997499
109986,15149955,15149067,1997499
110235,15148476,15149005,1997499
110463,15147260,15145551,1997499
110690,15142645,15140976,1997499
110912,15144969,15146876,1997499
111150,15153347,15153465,1997499
111372,15153759,15154690,1997499
111592,15156097,15154691,1997499
111826,15157009,15154689,1997499
112054,15154775,15154689,1997499
112273,15154424,15154688,1997499
112494,15154052,15154689,1997499
112711,15154216,15154689,1997499
112932,15155870,15155816,1997499
113171,15159628,15157490,1997499
113402,15164807,15163227,1997499
113633,15166225,15166656,1997499
113859,15166950,15166683,1997499
114083,15167477,15166682,1997499
114304,15165407,15166683,1997499
114542,15167206,15166684,1997499
114762,15166962,15166685,1997499
114993,15167288,15166684,1997499
115235,15169998,15170103,1997499
115453,15169856,15170897,1997499
115674,15184105,15184687,1997499
115892,15187162,15188593,1997499
116119,15188388,15188593,1997499
116342,15187612,15188594,1997499
116563,15189790,15188595,1997499
116784,15190964,15188595,1997499
117004,15187292,15188595,1997499
117242,15187547,15188594,1997499
117463,15187305,15188595,1997499
117686,15185324,15186297,1997499
117903,15179776,15180085,1997499
118128,15169682,15169114,1997499
118354,15158674,15158409,1997499
118572,15150912,15150030,1997499
118800,15149955,15149332,1997499
119023,15152321,15150723,1997499
119245,15149483,15150942,1997499
119471,15150956,15151228,1997499
119691,15150845,15151230,1997499
119916,15151721,15152628,1997499
120131,15159443,15159727,1997499
120370,15164384,15162338,1997499
120593,15161476,15162337,1997499
120826,15163377,15162337,1997499
121052,15162490,15162339,1997499
121273,15160948,15162339,1997499
121491,15161560,15162337,1997499
121722,15163407,15162337,1997499
121951,15161793,15162397,1997499
122176,15161117,15162506,1997499
122395,15164240,15162689,1997499
122612,15163594,15162763,1997499
122831,15164885,15163516,1997499
123061,15164666,15165959,1997499
123283,15170877,15169834,1997499
123514,15169724,15171127,1997499
123732,15168989,15171127,1997499
123962,15172823,15171125,1997499
124183,15170812,15171128,1997499
124414,15170783,15171128,1997499
124642,15173020,15171127,1997499
124865,15172085,15171127,1997499
125081,15171502,15171126,1997499
125306,15173469,15171128,1997499
125537,15168805,15171127,1997499
125772,15170156,15171128,1997499
125992,15169676,15171127,1997499
126213,15170292,15171126,1997499
126431,15171620,15171126,1997499
126652,15171413,15171128,1997499
126873,15170047,15171126,1997499
127102,15173824,15173185,1997499
127329,15173751,15175134,1997499
127562,15176554,15175134,1997499
127788,15173912,15173788,1997499
128027,15175072,15173755,1997499
128245,15173657,15173756,1997499
128466,15172942,15172805,1997499
128698,15168049,15169601,1997499
128921,15167060,15166067,1997499
129152,15162360,15162903,1997499
129372,15162969,15162813,1997499
129609,15162810,15162812,1997499
129839,15162891,15163031,1997499
130062,15161322,15163035,1997499
130282,15162834,15163033,1997499
130501,15161530,15163034,1997499
130721,15164803,15163033,1997499
130946,15163499,15163033,1997499
131175,15161385,15163034,1997499
131394,15164837,15163032,1997499
131615,15162340,15163031,1997499
131836,15161276,15163034,1997499
132064,15163660,15163035,1997499
132284,15161917,15163033,1997499
132502,15164311,15165273,1997499
132731,15169130,15171257,1997499
132954,15172830,15172197,1997499
133182,15170890,15172196,1997499
133403,15173675,15172197,1997499
133625,15170445,15172196,1997499
133847,15172547,15172195,1997499
134072,15173530,15172196,1997499
134293,15171609,15172197,1997499
134512,15173281,15172196,1997499
134760,15173125,15172196,1997499
134991,15173642,15171694,1997499
135225,15171317,15169496,1997499
135444,15168698,15167170,1997499
135687,15165228,15167172,1997499
135915,15169461,15167171,1997499
136134,15166567,15167170,1997499
136354,15165820,15167170,1997499
136571,15166080,15167171,1997499
136805,15168258,15167172,1997499
137026,15167730,15167171,1997499
137246,15167840,15167172,1997499
137520,15164391,15165837,1997499
137768,15166100,15163686,1997499
138009,15167081,15165231,1997499
138235,15164567,15165565,1997499
138461,15165629,15167133,1997499
138685,15167117,15167133,1997499
138921,15167987,15167558,1997499
139142,15166239,15167561,1997499
139376,15166877,15167558,1997499
139603,15168573,15167635,1997499
139825,15169516,15168985,1997499
140043,15169841,15169762,1997499
140268,15167475,15169762,1997499
140492,15169344,15169762,1997499
140712,15170863,15169760,1997499
140938,15169541,15169760,1997499
141162,15170197,15169760,1997499
141382,15170970,15170488,1997499
141605,15168908,15171057,1997499
141837,15170509,15171058,1997499
142063,15170707,15170246,1997499
142282,15167347,15168619,1997499
142502,15170296,15168603,1997499
142727,15170543,15168517,1997499
142956,15166751,15168267,1997499
143188,15167544,15168267,1997499
143414,15167273,15168268,1997499
143644,15167136,15168266,1997499
143873,15168439,15168265,1997499
144106,15170438,15168265,1997499
144337,15166678,15168267,1997499
144575,15169584,15168267,1997499
144805,15168705,15168268,1997499
145026,15165859,15168266,1997499
145254,15167016,15168267,1997499
145473,15166851,15168094,1997499
145692,15168344,15168093,1997499
145915,15166007,15168095,1997499
146143,15167074,15168095,1997499
146362,15166667,15168095,1997499
146582,15169208,15168093,1997499
146802,15169239,15168096,1997499
147022,15168187,15168095,1997499
147244,15168264,15168096,1997499
147659,15169389,15168095,1997499
147945,15167103,15168394,1997499
148187,15167015,15168393,1997499
148455,15166732,15168394,1997499
148816,15167870,15168395,1997499
149152,15168168,15168256,1997499
149500,15166348,15168256,1997499
149847,15168179,15168256,1997499
150225,15167135,15168258,1997499
150533,15167526,15168255,1997499
150813,15167950,15168258,1997499
151064,15165935,15168256,1997499
151303,15167421,15168174,1997499
151541,15168346,15168175,1997499
151770,15168247,15168175,1997499
152021,15169341,15168149,1997499
152327,15168242,15168087,1997499
152553,15168286,15168085,1997499
152779,15166277,15168089,1997499
153006,15168054,15168086,1997499
153236,15165868,15168087,1997499
153461,15167338,15168088,1997499
153686,15168716,15168086,1997499
153912,15169190,15168087,1997499
154138,15166551,15168085,1997499
154361,15167938,15168385,1997499
154582,15167883,15168385,1997499
154804,15166812,15168384,1997499
155025,15169125,15168386,1997499
155252,15167007,15168386,1997499
155480,15166399,15168386,1997499
155708,15168356,15168387,1997499
155935,15167404,15168383,1997499
156170,15169703,15168385,1997499
156393,15166960,15168248,1997499
156614,15168964,15168247,1997499
156856,15169282,15168250,1997499
157079,15170393,15168249,1997499
157314,15169253,15168247,1997499
157533,15169534,15168248,1997499
157756,15168489,15168249,1997499
157971,15166245,15168249,1997499
158194,15166976,15168250,1997499
158426,15167199,15168249,1997499
158655,15169103,15168083,1997499
158886,15168068,15168080,1997499
159112,15167724,15168079,1997499
159344,15169779,15168074,1997499
159574,15166974,15168076,1997499
159811,15168450,15168077,1997499
160043,15169095,15168239,1997499
160274,15167743,15168249,1997499
160492,15166765,15168372,1997499
160714,15167800,15168373,1997499
160932,15167318,15168374,1997499
161181,15170469,15168373,1997499
161412,15166692,15168374,1997499
161636,15169071,15168373,1997499
161862,15168843,15168373,1997499
162085,15167472,15168373,1997499
162305,15166679,15168371,1997499
