timestamp,state,vstate,vartheta
0,4500151,1170652,99481
200,4876668,1583229,198907
481,5346365,2126441,337789
681,5639851,2491557,437212
902,5923387,2875398,546663
1102,6166218,3231082,646163
1320,6372382,3594740,754163
1520,6565463,3942913,853663
1742,6732117,4313319,963663
1942,6863390,4649386,1063064
2986,6950488,6113497,1580756
4244,7568707,7569023,1823376
4445,7421655,7423763,1823376
4645,7296810,7298329,1823376
4973,7171593,7173407,1823376
5173,7205722,7204664,1823376
5395,7215113,7216188,1823376
5595,7321560,7320912,1823376
5795,7406886,7405612,1823376
5996,7535047,7533839,1823376
6237,7702965,7701290,1823376
6544,7941966,7943266,1823376
6744,8113902,8112694,1823376
6967,8289516,8289503,1823376
7167,8467324,8467437,1823376
7391,8656079,8655721,1823376
7592,8833254,8835133,1823376
7792,9002666,9002794,1823376
8445,9440073,9441414,1823376
9713,10422956,10421422,1823376
9914,10691819,10691068,1823376
10547,11414096,11413142,1823376
10747,11706624,11706804,1823376
10963,11998828,12000503,1823376
14110,14340718,14341493,1823376
14310,14649153,14648137,1823376
15047,15590683,15589627,1823376
15369,15860783,15862191,1823376
15570,16002823,16004070,1823376
15782,16131786,16131527,1823376
15983,16256592,16254778,1823376
16207,16375380,16375612,1823376
16408,16477354,16478025,1823376
16627,16571766,16570555,1823376
16828,16661287,16660864,1823376
17266,16803804,16803108,1823376
17466,16896608,16896876,1823376
18947,17075504,17074316,1823376
19148,17192990,17191952,1823376
19365,17295474,17296100,1823376
19566,17371896,17372510,1823376
19766,17428998,17428670,1823376
19984,17469448,17467198,1823376
20184,17482212,17482028,1823376
20408,17481548,17482622,1823376
20608,17482948,17482622,1823376
20828,17483414,17482622,1823376
21028,17545382,17545522,1823376
21229,17602864,17600502,1823376
21429,17646834,17647564,1823376
21630,17694138,17692984,1823376
21830,17729084,17728904,1823376
22031,17747268,17747364,1823376
22231,17825624,17825032,1823376
22431,17936474,17937108,1823376
22632,18046586,18047314,1823376
22832,18179416,18179734,1823376
24107,18559078,18558610,1823376
24308,18688716,18687736,1823376
24829,18929802,18928836,1823376
25140,18882098,18883524,1823376
25340,18827592,18829494,1823376
25980,18744734,18744372,1823376
26180,18653138,18654122,1823376
26399,18571790,18572426,1823376
26599,18507020,18508772,1823376
26799,18463648,18464640,1823376
27000,18439334,18440344,1823376
27200,18435440,18435182,1823376
27401,18359318,18358404,1823376
29451,18188770,18187752,1823376
29651,17996884,17996122,1823376
29876,17804288,17804986,1823376
30077,17629836,17630356,1823376
30292,17459722,17459878,1823376
30493,17299358,17300416,1823376
30709,17153430,17151942,1823376
31141,16856804,16856108,1823376
31570,16577145,16577559,1823376
31770,16440676,16440735,1823376
31988,16306271,16305285,1823376
32189,16169746,16171797,1823376
32404,16043974,16042425,1823376
32605,15914021,15913571,1823376
32825,15786730,15786431,1823376
33026,15661791,15662776,1823376
33246,15541706,15540394,1823376
33447,15419025,15418934,1823376
34090,15133883,15132899,1823376
34291,14998223,14999075,1823376
34509,14865744,14866571,1823376
34710,14736012,14734568,1823376
34922,14605392,14606367,1823376
35123,14478930,14477465,1823376
35348,14344813,14346251,1823376
35549,14222025,14221189,1823376
35759,14104402,14102919,1823376
35960,13988599,13989649,1823376
36188,13872609,13871457,1823376
36389,13759702,13758678,1823376
36720,13602833,13601692,1823376
36921,13494061,13495929,1823376
37246,13352028,13351331,1823376
37673,13157104,13158979,1823376
37986,13043837,13043060,1823376
38402,13031309,13030480,1823376
38603,13092636,13094131,1823376
38828,13150994,13152987,1823376
39028,13223492,13221283,1823376
39237,13283405,13284945,1823376
39542,13396400,13395123,1823376
39743,13473376,13473779,1823376
39944,13533919,13532618,1823376
40145,13603164,13603801,1823376
40345,13664452,13665472,1823376
40545,13737474,13737860,1823376
40746,13800606,13800007,1823376
