timestamp,state,vstate,vartheta
0,27156497,27117489,0
216,26993675,26951818,0
435,26811057,26765680,0
665,26582525,26537821,0
893,26337363,26308198,0
1128,26073550,26045849,0
1348,25828246,25809267,0
1576,25569901,25552089,0
1807,25317339,25289380,0
2026,25067283,25038259,0
2247,24811310,24779096,0
2487,24528586,24497796,0
2709,24272675,24250333,0
2931,24027290,23994303,0
3147,23799351,23752294,0
3367,23555302,23511346,77500
3586,23299718,23281822,174500
3805,23062133,23061646,189500
4029,22843506,22843758,189500
4259,22630154,22630264,189500
4477,22439496,22438389,189500
4709,22231215,22231853,189500
4927,22034933,22036521,189500
5158,21817990,21819316,189500
5377,21610778,21611123,189500
5596,21400861,21400278,189500
5826,21166630,21166992,189500
6040,20938923,20938763,189500
6257,20696828,20696537,189500
6486,20423645,20423722,189500
6718,20155479,20155093,189500
6937,19883626,19883825,189500
7149,19609418,19609302,189500
7376,19306899,19307525,189500
7601,19015430,19014294,189500
7834,18691385,18690979,189500
8050,18389576,18389465,189500
8277,18059710,18059443,189500
8496,17741482,17741534,189500
8716,17416634,17415533,189500
8946,17068536,17067486,189500
9167,16726417,16725911,189500
9386,16378105,16378631,189500
9613,16021733,16021432,189500
9836,15662278,15664424,189500
10047,15321326,15321177,189500
10266,14973691,14973087,189500
10493,14621713,14622038,189500
10714,14275791,14277877,189500
10939,13913634,13913312,189500
11170,13526934,13527125,189500
11389,13174086,13174764,189500
11596,12829607,12829066,189500
11826,12443304,12443078,189500
12058,12061916,12062646,189500
12271,11710127,11709597,189500
12496,11344878,11343812,189500
12739,10969891,10969084,189500
12969,10612995,10612599,189500
13187,10275629,10275448,189500
13398,9958647,9959307,189500
13616,9642827,9642870,189500
13840,9332689,9333152,189500
14069,9040171,9040721,189500
14287,8779265,8778787,189500
14512,8538102,8538689,189500
14726,8336794,8337839,189500
14947,8166404,8166202,189500
15169,8022468,8022652,189500
15394,7920087,7919469,189500
15622,7871013,7870152,189500
15847,7918796,7919130,189500
16066,7989540,7990029,189500
16290,8077160,8075218,189500
16506,8164182,8164251,189500
16730,8259189,8258631,189500
16947,8359327,8359128,189500
17166,8471930,8472677,189500
17386,8583583,8582919,189500
17608,8701341,8701244,189500
17826,8823378,8823963,189500
18048,8949033,8948642,189500
18267,9078925,9078535,189500
