timestamp,state,vstate,vartheta
0,8517919,8517160,189416
339,7394226,7393536,189416
540,6858858,6858587,189416
740,6405558,6405720,189416
941,6092881,6093632,189416
1141,5912804,5914250,189416
1341,5806047,5806981,189416
1542,5738971,5740004,189416
1742,5698562,5698621,189416
1943,5635192,5634391,189416
2143,5601979,5601868,189416
2745,5574090,5573763,189416
2945,5498014,5497885,189416
3241,5474293,5474657,189416
3442,5510950,5510650,189416
3883,5512973,5511451,189416
4083,5496360,5495983,189416
5461,5492680,5492639,189416
5661,5488191,5489301,189416
6003,5488177,5488314,189416
6416,5498843,5499248,189416
6616,5500627,5500523,189416
6948,5500046,5500705,189416
7149,5505205,5504672,189416
7349,5505372,5504760,189416
7686,5506269,5506510,189416
7886,5507415,5508260,189416
8153,5507570,5509001,189416
8353,5512908,5513880,189416
8646,5515319,5515301,189416
8847,5516075,5516995,189416
9047,5518072,5517658,189416
9248,5519499,5519277,189416
9448,5520564,5520796,189416
9649,5521792,5521507,189416
9849,5521867,5521981,189416
10049,5521366,5521942,189416
10437,5523738,5523319,189416
10676,5522009,5524647,189416
10877,5525232,5525233,189416
11078,5524604,5525233,189416
11278,5524992,5525594,189416
11580,5527964,5526839,189416
11781,5527385,5527498,189416
12063,5526758,5527735,189416
12263,5528388,5527992,189416
12594,5528476,5527992,189416
12794,5527386,5528126,189416
12994,5527658,5528126,189416
13195,5527735,5529186,189416
13481,5527312,5529156,189416
13682,5529516,5529279,189416
13883,5528965,5529402,189416
14223,5529474,5529701,189416
14424,5528965,5529732,189416
14646,5527879,5530154,189416
14846,5530915,5530359,189416
15061,5531485,5530503,189416
15261,5530204,5530709,189416
15480,5530984,5530709,189416
15681,5531071,5530946,189416
15882,5530880,5531039,189416
16082,5531803,5531152,189416
16433,5531846,5531306,189416
16633,5531918,5531399,189416
16834,5530509,5531450,189416
17034,5533057,5531553,189416
17234,5532467,5531625,189416
17435,5532875,5531790,189416
17635,5532477,5531871,189416
17836,5531743,5531996,189416
18036,5531523,5532015,189416
18237,5531983,5532027,189416
18525,5532131,5532078,189416
18725,5531986,5532140,189416
18925,5531493,5532140,189416
19126,5533208,5532168,189416
19326,5532919,5532171,189416
19527,5532263,5532222,189416
19727,5532513,5532281,189416
19928,5532114,5532336,189416
20128,5532345,5532356,189416
20335,5531728,5532406,189416
20535,5531902,5532426,189416
20763,5534199,5532426,189416
20963,5532059,5532439,189416
21721,5532555,5532450,189416
21921,5532140,5532459,189416
22137,5532400,5532459,189416
22338,5533578,5532469,189416
22565,5532915,5532469,189416
22984,5533053,5532480,189416
23225,5532537,5532480,189416
23426,5533266,5532634,189416
23627,5533424,5532634,189416
24289,5533703,5532640,189416
24722,5533545,5532706,189416
24922,5533760,5532706,189416
25193,5531342,5532713,189416
25393,5531084,5532714,189416
25619,5532111,5532714,189416
25819,5533197,5532714,189416
26020,5533223,5532714,189416
26220,5532648,5532737,189416
26884,5532161,5532740,189416
27084,5531716,5532740,189416
27647,5534162,5532740,189416
27847,5533040,5532757,189416
28047,5533736,5532762,189416
28258,5532733,5532762,189416
28459,5532472,5532765,189416
28779,5532554,5532765,189416
28979,5532717,5532768,189416
29179,5531471,5532777,189416
29745,5532991,5532777,189416
29946,5533403,5532778,189416
30167,5532442,5532778,189416
31314,5532266,5532780,189416
31514,5533040,5532781,189416
31733,5533509,5532781,189416
31933,5532706,5532783,189416
32560,5533897,5532783,189416
32761,5532843,5532783,189416
32986,5532859,5532783,189416
33186,5533308,5532783,189416
33521,5533145,5532783,189416
33722,5533576,5532783,189416
34372,5531043,5532783,189416
34573,5532501,5532789,189416
35742,5532264,5532789,189416
35942,5533314,5532791,189416
36143,5532156,5532791,189416
36343,5531121,5532791,189416
36544,5531258,5532792,189416
36744,5532313,5532793,189416
37011,5532394,5532793,189416
37211,5532218,5532794,189416
37437,5529768,5532794,189416
37637,5532337,5532794,189416
37969,5532729,5532794,189416
38169,5532389,5532796,189416
38400,5533594,5532794,189416
38600,5530707,5532796,189416
39241,5532950,5532796,189416
39442,5534305,5532796,189416
39643,5533754,5532794,189416
39843,5532655,5532796,189416
40044,5534034,5532796,189416
40244,5533336,5532794,189416
40920,5532855,5532794,189416
41120,5532413,5532794,189416
41321,5533213,5532796,189416
41521,5532511,5532794,189416
41721,5533739,5532794,189416
41922,5531714,5532796,189416
42122,5532893,5532795,189416
42323,5533827,5532793,189416
42824,5532608,5532795,189416
43024,5533443,5532795,189416
43224,5531736,5532794,189416
43425,5532712,5532795,189416
43625,5532498,5532794,189416
43825,5532282,5532795,189416
44209,5531911,5532794,189416
44410,5533348,5532795,189416
44618,5532040,5532794,189416
44819,5532266,5532796,189416
45050,5532796,5532796,189416
45251,5532500,5532795,189416
45451,5531008,5532795,189416
45887,5533736,5532797,189416
46088,5532951,5532797,189416
46288,5531552,5532797,189416
46488,5532511,5532795,189416
46689,5533313,5532796,189416
46889,5532679,5532795,189416
47143,5532787,5532795,189416
47344,5533605,5532795,189416
47981,5531603,5532795,189416
48403,5532790,5532793,189416
48603,5532735,5532795,189416
48942,5533722,5532795,189416
49142,5533018,5532793,189416
49343,5532479,5532793,189416
49561,5532468,5532793,189416
49761,5532170,5532793,189416
49961,5530605,5532795,189416
50162,5532644,5532793,189416
50362,5533591,5532795,189416
50627,5532095,5532793,189416
50827,5532762,5532793,189416
51028,5532181,5532793,189416
51228,5533130,5532793,189416
51429,5533253,5532793,189416
51629,5532691,5532793,189416
51829,5531830,5532795,189416
52720,5532598,5532795,189416
52920,5532258,5532793,189416
53121,5532885,5532792,189416
53321,5533550,5532792,189416
53522,5532788,5532791,189416
53722,5533305,5532791,189416
53922,5532625,5532793,189416
54298,5532993,5532792,189416
54498,5534246,5532792,189416
54818,5534264,5532790,189416
55018,5534027,5532790,189416
55219,5532918,5532790,189416
55555,5532319,5532790,189416
55755,5533166,5532791,189416
55970,5533954,5532789,189416
56170,5532636,5532788,189416
56397,5531886,5532789,189416
56598,5532778,5532789,189416
56799,5533444,5532788,189416
56999,5532727,5532790,189416
57200,5533170,5532791,189416
57462,5532633,5532790,189416
57663,5532390,5532790,189416
57863,5533648,5532789,189416
58064,5532807,5532789,189416
58264,5531825,5532788,189416
58498,5532816,5532790,189416
58698,5533598,5532788,189416
59030,5533124,5532789,189416
59230,5532006,5532788,189416
59431,5532342,5532789,189416
59631,5532345,5532787,189416
59831,5532618,5532786,189416
60032,5533015,5532787,189416
60232,5532514,5532788,189416
60433,5532467,5532786,189416
60633,5532329,5532786,189416
60942,5532634,5532789,189416
61143,5533232,5532788,189416
61359,5532121,5532789,189416
61560,5532186,5532788,189416
61760,5530968,5532789,189416
61987,5532633,5532788,189416
62187,5533824,5532789,189416
62388,5532051,5532788,189416
62588,5531533,5532788,189416
62788,5531469,5532788,189416
62989,5532903,5532788,189416
63339,5534130,5532788,189416
63540,5529611,5532788,189416
63740,5532133,5532788,189416
63941,5533074,5532789,189416
64141,5532844,5532789,189416
64496,5531060,5532787,189416
64696,5529853,5532789,189416
65100,5532600,5532789,189416
65300,5533540,5532789,189416
65627,5533119,5532788,189416
65827,5532582,5532787,189416
66049,5531037,5532787,189416
66249,5533118,5532788,189416
66468,5531687,5532787,189416
66668,5532241,5532788,189416
66886,5531561,5532786,189416
67087,5532196,5532786,189416
67309,5532324,5532789,189416
67509,5533030,5532789,189416
67709,5530478,5532788,189416
67910,5532495,5532786,189416
68280,5532692,5532789,189416
68481,5532372,5532789,189416
68681,5532187,5532788,189416
68882,5532705,5532788,189416
69082,5532160,5532788,189416
69283,5532588,5532789,189416
69483,5532316,5532788,189416
69683,5533427,5532787,189416
69884,5532359,5532789,189416
70250,5532859,5532787,189416
70450,5531973,5532789,189416
70650,5534276,5532788,189416
70851,5532674,5532788,189416
71051,5532955,5532787,189416
71252,5533186,5532786,189416
71644,5532885,5532787,189416
71845,5531592,5532787,189416
72060,5534103,5532787,189416
72260,5532896,5532788,189416
72479,5533599,5532788,189416
72680,5533388,5532786,189416
72998,5532766,5532786,189416
73199,5532695,5532785,189416
73400,5532546,5532785,189416
73737,5532248,5532786,189416
73938,5533273,5532785,189416
74157,5532338,5532786,189416
74358,5532656,5532786,189416
74573,5532566,5532787,189416
74774,5534507,5532787,189416
74998,5531911,5532787,189416
75198,5532097,5532785,189416
75415,5532753,5532785,189416
75616,5532931,5532785,189416
75946,5532234,5532783,189416
76147,5531999,5532784,189416
76348,5533268,5532786,189416
76548,5533145,5532784,189416
76749,5533398,5532786,189416
77205,5532413,5532785,189416
77626,5533462,5532785,189416
77827,5533283,5532783,189416
78160,5533221,5532786,189416
78474,5533555,5532784,189416
78783,5532344,5532786,189416
78984,5534335,5532785,189416
79184,5532868,5532786,189416
79384,5533852,5532787,189416
79585,5533165,5532782,189416
79785,5534676,5532785,189416
79986,5532643,5532785,189416
80186,5533234,5532783,189416
80387,5532205,5532787,189416
80587,5534584,5532786,189416
80826,5533441,5532786,189416
81026,5532009,5532786,189416
81227,5533661,5532784,189416
81427,5532215,5532785,189416
81627,5533322,5532785,189416
81836,5533036,5532784,189416
82036,5532851,5532782,189416
82261,5533343,5532786,189416
82461,5533106,5532783,189416
82662,5533159,5532784,189416
82862,5535865,5532784,189416
83098,5533266,5532783,189416
83299,5532662,5532783,189416
83562,5533561,5532784,189416
83881,5530866,5532784,189416
84081,5532548,5532784,189416
84281,5534411,5532784,189416
84482,5533056,5532784,189416
84903,5533292,5532785,189416
85103,5532591,5532785,189416
85323,5533500,5532785,189416
85523,5533005,5532784,189416
85724,5533329,5532783,189416
85924,5531844,5532784,189416
86158,5532634,5532784,189416
86358,5532964,5532782,189416
86684,5532084,5532782,189416
86884,5533935,5532782,189416
87100,5532991,5532782,189416
87301,5532747,5532780,189416
87520,5531638,5532782,189416
87939,5533043,5532784,189416
88140,5531889,5532782,189416
88379,5532471,5532784,189416
88579,5532863,5532784,189416
88779,5532798,5532782,189416
88980,5533245,5532783,189416
89180,5532200,5532782,189416
