timestamp,state,vstate,vartheta
0,6411805,6995407,696163
200,6493739,6934091,795663
400,6612788,6885988,895163
601,6769946,6854075,994663
1070,6802727,6802016,1032611
1271,6786099,6785289,1032611
1600,6725970,6726112,1032611
1800,6696945,6696962,1032611
2001,6658870,6658740,1032611
2342,6529929,6531300,1032611
2543,6386306,6386567,1032611
2743,6287614,6286919,1032611
2943,6209793,6209941,1032611
3144,6098444,6097681,1032611
3407,6004151,6004749,1032611
3607,5908279,5906894,1032611
3824,5841812,5842179,1032611
4024,5789796,5790465,1032611
4225,5753990,5752929,1032611
4557,5675242,5675157,1032611
4757,5681003,5681243,1032611
4958,5657167,5657544,1032611
5158,5651917,5652048,1032611
5359,5642415,5642726,1032611
5559,5636384,5636111,1032611
5800,5628441,5627995,1032611
6000,5626827,5626350,1032611
6201,5604849,5605515,1032611
6401,5601387,5601875,1032611
6601,5590772,5590700,1032611
6802,5588210,5588210,1032611
7002,5579588,5580139,1032611
7203,5577810,5577778,1032611
7403,5573475,5574495,1032611
7604,5575005,5573704,1032611
7901,5571508,5572129,1032611
8101,5572422,5570780,1032611
8302,5570946,5569990,1032611
8502,5569490,5569268,1032611
8702,5569548,5568963,1032611
9172,5568877,5568446,1032611
9487,5557781,5558295,1032611
9687,5557237,5556673,1032611
10324,5554705,5555272,1032611
10524,5550910,5550599,1032611
10725,5548955,5550209,1032611
10925,5550479,5550104,1032611
11126,5547246,5547525,1032611
11326,5546487,5546580,1032611
11580,5546150,5546272,1032611
11780,5544042,5545562,1032611
12005,5545089,5545562,1032611
12206,5544570,5544411,1032611
13066,5543695,5544411,1032611
13266,5542994,5542679,1032611
13794,5542957,5542679,1032611
13994,5542601,5542356,1032611
14208,5539836,5539457,1032611
15247,5539760,5539368,1032611
15447,5536956,5538100,1032611
15772,5536726,5537356,1032611
15973,5535771,5537356,1032611
16188,5537344,5537227,1032611
16388,5536088,5536515,1032611
16588,5536604,5536441,1032611
16789,5537596,5536330,1032611
16989,5536068,5536311,1032611
17223,5535871,5536300,1032611
17424,5534436,5535438,1032611
17638,5536291,5535403,1032611
18054,5534144,5534993,1032611
18255,5534391,5534849,1032611
18584,5535269,5534791,1032611
19134,5534490,5534769,1032611
19334,5533062,5534246,1032611
19542,5533402,5534037,1032611
19742,5533884,5533982,1032611
20041,5534274,5533902,1032611
20241,5534982,5533883,1032611
20442,5533973,5533883,1032611
20642,5534570,5533833,1032611
20843,5533595,5533823,1032611
21043,5534751,5533571,1032611
21305,5533219,5533564,1032611
21505,5534533,5533523,1032611
21706,5534104,5533522,1032611
21906,5533959,5533427,1032611
22123,5532490,5533427,1032611
22445,5531681,5533303,1032611
22646,5532711,5533302,1032611
