timestamp,x,z,vtheta,grad,g,u
1743,7.983,8.982,0.005,-1.0,-1.732,-1.732
2743,7.965,8.964,0.01,-1.0,-1.732,-1.727
3744,7.948,8.946,0.015,-1.0,-1.733,-1.723
4745,7.931,8.928,0.02,-1.0,-1.733,-1.718
5745,7.913,8.91,0.025,-1.0,-1.734,-1.714
6746,7.894,8.892,0.03,-1.0,-1.734,-1.709
7746,7.875,8.874,0.035,-1.0,-1.735,-1.705
8747,7.858,8.856,0.04,-1.0,-1.736,-1.701
9747,7.84,8.838,0.045,-1.0,-1.736,-1.696
10748,7.824,8.82,0.05,-1.0,-1.736,-1.691
11748,7.804,8.802,0.055,-1.0,-1.737,-1.687
12749,7.786,8.784,0.06,-1.0,-1.737,-1.682
13750,7.771,8.766,0.065,-1.0,-1.737,-1.677
14750,7.753,8.748,0.07,-1.0,-1.738,-1.673
15751,7.738,8.73,0.075,-1.0,-1.738,-1.668
16751,7.719,8.712,0.08,-1.0,-1.738,-1.663
17752,7.704,8.694,0.085,-1.0,-1.738,-1.658
18752,7.685,8.676,0.09,-1.0,-1.739,-1.654
19753,7.67,8.658,0.095,-1.0,-1.739,-1.649
20754,7.653,8.64,0.1,-1.0,-1.739,-1.644
21754,7.638,8.622,0.105,-1.0,-1.739,-1.639
22755,7.62,8.604,0.11,-1.0,-1.739,-1.634
23755,7.604,8.586,0.115,-1.0,-1.739,-1.629
24756,7.588,8.568,0.12,-1.0,-1.739,-1.624
25756,7.571,8.55,0.125,-1.0,-1.739,-1.619
26757,7.552,8.532,0.13,-1.0,-1.739,-1.614
27758,7.537,8.514,0.135,-1.0,-1.738,-1.608
28758,7.518,8.496,0.14,-1.0,-1.738,-1.603
29759,7.503,8.478,0.145,-1.0,-1.738,-1.598
30759,7.486,8.46,0.15,-1.0,-1.738,-1.593
31760,7.469,8.442,0.155,-1.0,-1.737,-1.587
32760,7.453,8.424,0.16,-1.0,-1.737,-1.582
33761,7.439,8.406,0.165,-1.0,-1.737,-1.577
34762,7.424,8.388,0.17,-1.0,-1.736,-1.571
35762,7.407,8.37,0.175,-1.0,-1.736,-1.566
36763,7.391,8.352,0.18,-1.0,-1.735,-1.56
37763,7.376,8.334,0.185,-1.0,-1.735,-1.555
38764,7.362,8.316,0.19,-1.0,-1.734,-1.549
39764,7.348,8.298,0.195,-1.0,-1.734,-1.544
40765,7.331,8.28,0.2,-1.0,-1.733,-1.538
41766,7.316,8.262,0.205,-1.0,-1.732,-1.532
42766,7.302,8.244,0.21,-1.0,-1.732,-1.527
43767,7.285,8.226,0.215,-1.0,-1.731,-1.521
44767,7.271,8.208,0.22,-1.0,-1.73,-1.515
45768,7.258,8.19,0.225,-1.0,-1.73,-1.51
46768,7.24,8.172,0.23,-1.0,-1.724,-1.499
47769,7.226,8.154,0.235,-1.0,-1.728,-1.498
48769,7.213,8.136,0.24,-1.0,-1.727,-1.492
49770,7.2,8.118,0.245,-1.0,-1.726,-1.486
50771,7.185,8.1,0.25,-1.0,-1.725,-1.48
51771,7.172,8.082,0.255,-1.0,-1.724,-1.474
52772,7.157,8.064,0.26,-1.0,-1.723,-1.468
53773,7.143,8.046,0.265,-1.0,-1.718,-1.458
54773,7.13,8.028,0.27,-1.0,-1.721,-1.456
55774,7.117,8.01,0.275,-1.0,-1.72,-1.45
56774,7.1,7.992,0.28,-1.0,-1.719,-1.444
57775,7.083,7.974,0.285,-1.0,-1.717,-1.437
58775,7.069,7.956,0.29,-1.0,-1.716,-1.431
59776,7.053,7.938,0.295,-1.0,-1.715,-1.425
60776,7.038,7.92,0.3,-1.0,-1.714,-1.419
61777,7.021,7.902,0.305,-1.0,-1.712,-1.412
62778,7.007,7.884,0.31,-1.0,-1.707,-1.402
63778,6.992,7.866,0.315,-1.0,-1.709,-1.399
64779,6.98,7.848,0.32,-1.0,-1.704,-1.389
65780,6.964,7.83,0.325,-1.0,-1.706,-1.386
66780,6.952,7.812,0.33,-1.0,-1.701,-1.376
67781,6.937,7.794,0.335,-1.0,-1.703,-1.373
68781,6.925,7.776,0.34,-1.0,-1.701,-1.366
69782,6.911,7.759,0.345,-1.0,-1.7,-1.36
70782,6.898,7.742,0.35,-1.0,-1.698,-1.353
71783,6.883,7.725,0.355,-1.0,-1.697,-1.347
72783,6.868,7.708,0.36,-1.0,-1.692,-1.337
73784,6.855,7.691,0.365,-1.0,-1.69,-1.33
74785,6.843,7.674,0.37,-1.0,-1.692,-1.327
75785,6.83,7.657,0.375,-1.0,-1.69,-1.32
76786,6.816,7.64,0.38,-1.0,-1.689,-1.314
77786,6.8,7.623,0.385,-1.0,-1.684,-1.304
78787,6.788,7.606,0.39,-1.0,-1.685,-1.3
79787,6.775,7.589,0.395,-1.0,-1.683,-1.293
80788,6.76,7.572,0.4,-1.0,-1.681,-1.286
81789,6.746,7.555,0.405,-1.0,-1.679,-1.279
82789,6.735,7.538,0.41,-1.0,-1.677,-1.272
83790,6.723,7.521,0.415,-1.0,-1.675,-1.265
84790,6.712,7.504,0.42,-1.0,-1.673,-1.258
86864,6.701,7.487,0.425,-1.0,-1.674,-1.254
87865,6.689,7.47,0.43,-1.0,-1.672,-1.247
88865,6.675,7.453,0.435,-1.0,-1.67,-1.24
89866,6.663,7.436,0.44,-1.0,-1.667,-1.232
90866,6.652,7.419,0.445,-1.0,-1.662,-1.222
91867,6.638,7.402,0.45,-1.0,-1.662,-1.217
92868,6.625,7.385,0.455,-1.0,-1.66,-1.21
93868,6.611,7.368,0.46,-1.0,-1.658,-1.203
94869,6.597,7.351,0.465,-1.0,-1.652,-1.192
95869,6.585,7.334,0.47,-1.0,-1.652,-1.187
96870,6.573,7.317,0.475,-1.0,-1.649,-1.179
97870,6.562,7.3,0.48,-1.0,-1.647,-1.172
98871,6.55,7.283,0.485,-1.0,-1.644,-1.164
