timestamp,x,z,vtheta,grad,g,u
1783,1.027,2.026,0.005,-1.0,2.645,2.645
2784,1.053,2.052,0.01,-1.0,2.637,2.642
3784,1.079,2.078,0.015,-1.0,2.625,2.635
4785,1.105,2.104,0.02,-1.0,2.62,2.635
5785,1.13,2.13,0.025,-1.0,2.612,2.632
6786,1.155,2.156,0.03,-1.0,2.603,2.628
7786,1.179,2.181,0.035,-1.0,2.595,2.625
8787,1.205,2.206,0.04,-1.0,2.583,2.618
9788,1.23,2.231,0.045,-1.0,2.578,2.618
10788,1.257,2.256,0.05,-1.0,2.566,2.611
11789,1.28,2.281,0.055,-1.0,2.562,2.612
12789,1.305,2.306,0.06,-1.0,2.553,2.608
13790,1.332,2.331,0.065,-1.0,2.545,2.605
14790,1.357,2.356,0.07,-1.0,2.536,2.601
15791,1.385,2.381,0.075,-1.0,2.528,2.598
16791,1.408,2.406,0.08,-1.0,2.519,2.594
17792,1.435,2.431,0.085,-1.0,2.511,2.591
18793,1.458,2.456,0.09,-1.0,2.502,2.587
19793,1.485,2.48,0.095,-1.0,2.49,2.58
20794,1.51,2.504,0.1,-1.0,2.485,2.58
21794,1.537,2.528,0.105,-1.0,2.473,2.573
22795,1.561,2.552,0.11,-1.0,2.468,2.573
23795,1.587,2.576,0.115,-1.0,2.46,2.57
24796,1.612,2.6,0.12,-1.0,2.451,2.566
25797,1.636,2.624,0.125,-1.0,2.442,2.562
26797,1.659,2.648,0.13,-1.0,2.434,2.559
27798,1.686,2.672,0.135,-1.0,2.425,2.555
28798,1.709,2.696,0.14,-1.0,2.417,2.552
29799,1.736,2.72,0.145,-1.0,2.408,2.548
30800,1.761,2.743,0.15,-1.0,2.399,2.544
31800,1.786,2.766,0.155,-1.0,2.391,2.541
32801,1.811,2.789,0.16,-1.0,2.378,2.533
33801,1.838,2.812,0.165,-1.0,2.373,2.533
34802,1.864,2.835,0.17,-1.0,2.365,2.53
35802,1.888,2.858,0.175,-1.0,2.356,2.526
36803,1.912,2.881,0.18,-1.0,2.347,2.522
37803,1.937,2.904,0.185,-1.0,2.339,2.519
38804,1.964,2.927,0.19,-1.0,2.326,2.511
39804,1.991,2.95,0.195,-1.0,2.321,2.511
40805,2.015,2.973,0.2,-1.0,2.312,2.507
41806,2.04,2.996,0.205,-1.0,2.303,2.503
43571,2.066,3.018,0.21,-1.0,2.29,2.495
44572,2.09,3.04,0.215,-1.0,2.286,2.496
45572,2.116,3.062,0.22,-1.0,2.273,2.488
46814,2.143,3.084,0.225,-1.0,2.26,2.48
47815,2.165,3.106,0.23,-1.0,2.255,2.48
48815,2.191,3.128,0.235,-1.0,2.242,2.472
50253,2.218,3.15,0.24,-1.0,2.233,2.468
51254,2.244,3.172,0.245,-1.0,2.224,2.464
52254,2.268,3.194,0.25,-1.0,2.219,2.464
53722,2.294,3.216,0.255,-1.0,2.206,2.456
54723,2.318,3.237,0.26,-1.0,2.197,2.452
55723,2.343,3.258,0.265,-1.0,2.188,2.448
56724,2.369,3.279,0.27,-1.0,2.179,2.444
57724,2.395,3.3,0.275,-1.0,2.17,2.44
58725,2.417,3.321,0.28,-1.0,2.161,2.436
59726,2.439,3.342,0.285,-1.0,2.152,2.432
60726,2.463,3.363,0.29,-1.0,2.143,2.428
61727,2.485,3.384,0.295,-1.0,2.134,2.424
62727,2.509,3.405,0.3,-1.0,2.125,2.42
63728,2.53,3.426,0.305,-1.0,2.116,2.416
64728,2.554,3.447,0.31,-1.0,2.107,2.412
65729,2.577,3.467,0.315,-1.0,2.097,2.407
66729,2.603,3.487,0.32,-1.0,2.088,2.403
67730,2.625,3.507,0.325,-1.0,2.079,2.399
68730,2.651,3.527,0.33,-1.0,2.07,2.395
