timestamp,x,z,vtheta,grad,g,u
2157,7.957,8.956,0.005,-1.0,-4.369,-4.369
3158,7.913,8.912,0.01,-1.0,-4.34,-4.335
4158,7.87,8.868,0.015,-1.0,-4.311,-4.301
5159,7.827,8.825,0.02,-1.0,-4.282,-4.267
6160,7.784,8.782,0.025,-1.0,-4.253,-4.233
7160,7.74,8.739,0.03,-1.0,-4.224,-4.199
8161,7.696,8.697,0.035,-1.0,-4.186,-4.156
9161,7.655,8.655,0.04,-1.0,-4.166,-4.131
10162,7.613,8.613,0.045,-1.0,-4.136,-4.096
11163,7.574,8.571,0.05,-1.0,-4.107,-4.062
12163,7.531,8.53,0.055,-1.0,-4.079,-4.029
13164,7.49,8.489,0.06,-1.0,-4.05,-3.995
14164,7.452,8.448,0.065,-1.0,-4.021,-3.961
15165,7.411,8.408,0.07,-1.0,-3.992,-3.927
16165,7.374,8.368,0.075,-1.0,-3.963,-3.893
17166,7.333,8.328,0.08,-1.0,-3.934,-3.859
18167,7.296,8.289,0.085,-1.0,-3.896,-3.816
19167,7.256,8.25,0.09,-1.0,-3.876,-3.791
20168,7.22,8.211,0.095,-1.0,-3.848,-3.758
21168,7.182,8.172,0.1,-1.0,-3.819,-3.724
22169,7.146,8.134,0.105,-1.0,-3.789,-3.689
23169,7.108,8.096,0.11,-1.0,-3.761,-3.656
24170,7.072,8.058,0.115,-1.0,-3.732,-3.622
25171,7.036,8.02,0.12,-1.0,-3.703,-3.588
26171,6.999,7.983,0.125,-1.0,-3.673,-3.553
27172,6.961,7.946,0.13,-1.0,-3.644,-3.519
28172,6.927,7.909,0.135,-1.0,-3.615,-3.485
29173,6.89,7.873,0.14,-1.0,-3.585,-3.45
30174,6.857,7.837,0.145,-1.0,-3.555,-3.415
31174,6.822,7.801,0.15,-1.0,-3.528,-3.383
32175,6.788,7.766,0.155,-1.0,-3.499,-3.349
33175,6.755,7.731,0.16,-1.0,-3.471,-3.316
34176,6.724,7.696,0.165,-1.0,-3.442,-3.282
35176,6.692,7.661,0.17,-1.0,-3.413,-3.248
36177,6.659,7.627,0.175,-1.0,-3.384,-3.214
37178,6.626,7.593,0.18,-1.0,-3.355,-3.18
38178,6.595,7.559,0.185,-1.0,-3.326,-3.146
39179,6.566,7.526,0.19,-1.0,-3.297,-3.112
40179,6.537,7.493,0.195,-1.0,-3.268,-3.078
41180,6.505,7.46,0.2,-1.0,-3.239,-3.044
42181,6.475,7.427,0.205,-1.0,-3.21,-3.01
43181,6.446,7.395,0.21,-1.0,-3.18,-2.975
44182,6.415,7.363,0.215,-1.0,-3.152,-2.942
45182,6.387,7.331,0.22,-1.0,-3.122,-2.907
46183,6.36,7.3,0.225,-1.0,-3.092,-2.872
47183,6.329,7.269,0.23,-1.0,-3.062,-2.837
48184,6.302,7.238,0.235,-1.0,-3.037,-2.807
49185,6.276,7.207,0.24,-1.0,-3.008,-2.773
50185,6.25,7.177,0.245,-1.0,-2.979,-2.739
51186,6.223,7.147,0.25,-1.0,-2.95,-2.705
52186,6.198,7.117,0.255,-1.0,-2.921,-2.671
53187,6.171,7.088,0.26,-1.0,-2.892,-2.637
54187,6.146,7.059,0.265,-1.0,-2.863,-2.603
55188,6.122,7.03,0.27,-1.0,-2.835,-2.57
56189,6.098,7.001,0.275,-1.0,-2.806,-2.536
57189,6.071,6.973,0.28,-1.0,-2.775,-2.5
58190,6.044,6.945,0.285,-1.0,-2.748,-2.468
59190,6.02,6.917,0.29,-1.0,-2.719,-2.434
60191,5.994,6.89,0.295,-1.0,-2.69,-2.4
