timestamp,x,z,vtheta,grad,g,u
890,4.996,5.997,0.005,-1.0,-0.273,-0.273
1891,4.993,5.994,0.01,-1.0,-0.273,-0.268
2892,4.99,5.991,0.015,-1.0,-0.273,-0.263
3892,4.988,5.988,0.02,-1.0,-0.272,-0.257
4893,4.986,5.985,0.025,-1.0,-0.272,-0.252
5893,4.985,5.982,0.03,-1.0,-0.272,-0.247
6894,4.981,5.979,0.035,-1.0,-0.271,-0.241
7894,4.979,5.976,0.04,-1.0,-0.271,-0.236
8895,4.977,5.973,0.045,-1.0,-0.271,-0.231
9896,4.973,5.97,0.05,-1.0,-0.282,-0.237
10896,4.97,5.967,0.055,-1.0,-0.27,-0.22
11897,4.967,5.964,0.06,-1.0,-0.281,-0.226
12897,4.966,5.961,0.065,-1.0,-0.292,-0.232
13898,4.966,5.958,0.07,-1.0,-0.269,-0.204
14898,4.964,5.955,0.075,-1.0,-0.256,-0.186
15899,4.961,5.952,0.08,-1.0,-0.268,-0.193
16900,4.96,5.949,0.085,-1.0,-0.268,-0.188
17900,4.956,5.946,0.09,-1.0,-0.267,-0.182
18901,4.956,5.943,0.095,-1.0,-0.267,-0.177
19902,4.952,5.94,0.1,-1.0,-0.267,-0.172
20902,4.95,5.937,0.105,-1.0,-0.266,-0.166
21903,4.947,5.934,0.11,-1.0,-0.266,-0.161
22903,4.943,5.931,0.115,-1.0,-0.277,-0.167
23904,4.939,5.928,0.12,-1.0,-0.265,-0.15
24904,4.939,5.925,0.125,-1.0,-0.265,-0.145
25905,4.937,5.922,0.13,-1.0,-0.251,-0.126
26906,4.937,5.919,0.135,-1.0,-0.275,-0.145
27906,4.933,5.916,0.14,-1.0,-0.251,-0.116
28907,4.93,5.913,0.145,-1.0,-0.263,-0.123
29907,4.93,5.91,0.15,-1.0,-0.263,-0.118
30908,4.926,5.907,0.155,-1.0,-0.274,-0.124
31909,4.923,5.904,0.16,-1.0,-0.262,-0.107
32909,4.924,5.901,0.165,-1.0,-0.248,-0.088
33910,4.923,5.898,0.17,-1.0,-0.261,-0.096
34910,4.922,5.895,0.175,-1.0,-0.26,-0.09
35911,4.923,5.892,0.18,-1.0,-0.247,-0.072
36912,4.921,5.889,0.185,-1.0,-0.271,-0.091
37912,4.918,5.886,0.19,-1.0,-0.259,-0.074
38913,4.914,5.883,0.195,-1.0,-0.258,-0.068
39914,4.913,5.88,0.2,-1.0,-0.258,-0.063
40914,4.912,5.877,0.205,-1.0,-0.257,-0.057
41915,4.909,5.874,0.21,-1.0,-0.244,-0.039
42915,4.91,5.871,0.215,-1.0,-0.243,-0.033
43916,4.91,5.868,0.22,-1.0,-0.256,-0.041
44916,4.909,5.865,0.225,-1.0,-0.255,-0.035
45917,4.908,5.862,0.23,-1.0,-0.254,-0.029
46918,4.907,5.859,0.235,-1.0,-0.254,-0.024
47918,4.907,5.856,0.24,-1.0,-0.254,-0.019
48919,4.904,5.853,0.245,-1.0,-0.253,-0.013
49919,4.901,5.85,0.25,-1.0,-0.252,-0.007
50920,4.903,5.847,0.255,-1.0,-0.252,-0.002
51921,4.902,5.844,0.26,-1.0,-0.263,-0.008
