timestamp,x,z,vtheta,grad,g,u
306,1.031,2.032,0.005,-1.0,3.223,3.223
1307,1.077,2.078,0.01,-1.0,4.621,4.626
2308,1.123,2.123,0.015,-1.0,4.593,4.603
3308,1.169,2.168,0.02,-1.0,4.563,4.578
4309,1.215,2.213,0.025,-1.0,4.534,4.554
5309,1.262,2.258,0.03,-1.0,4.504,4.529
6310,1.306,2.302,0.035,-1.0,4.474,4.504
7310,1.351,2.346,0.04,-1.0,4.445,4.48
8311,1.396,2.39,0.045,-1.0,4.416,4.456
9312,1.438,2.433,0.05,-1.0,4.387,4.432
10312,1.481,2.476,0.055,-1.0,4.358,4.408
11313,1.524,2.519,0.06,-1.0,4.328,4.383
12313,1.569,2.561,0.065,-1.0,4.298,4.358
13314,1.614,2.603,0.07,-1.0,4.269,4.334
14314,1.657,2.645,0.075,-1.0,4.24,4.31
15315,1.698,2.687,0.08,-1.0,4.21,4.285
16316,1.741,2.728,0.085,-1.0,4.181,4.261
17316,1.781,2.769,0.09,-1.0,4.151,4.236
18317,1.825,2.81,0.095,-1.0,4.122,4.212
19317,1.864,2.85,0.1,-1.0,4.093,4.188
20318,1.905,2.89,0.105,-1.0,4.065,4.165
21318,1.945,2.93,0.11,-1.0,4.035,4.14
22319,1.984,2.97,0.115,-1.0,4.005,4.115
23320,2.023,3.009,0.12,-1.0,3.976,4.091
24320,2.065,3.048,0.125,-1.0,3.945,4.065
25321,2.104,3.087,0.13,-1.0,3.916,4.041
26321,2.146,3.125,0.135,-1.0,3.886,4.016
27322,2.183,3.163,0.14,-1.0,3.857,3.992
28323,2.221,3.201,0.145,-1.0,3.829,3.969
29323,2.262,3.238,0.15,-1.0,3.798,3.943
30324,2.298,3.275,0.155,-1.0,3.77,3.92
31324,2.335,3.312,0.16,-1.0,3.74,3.895
32325,2.375,3.349,0.165,-1.0,3.711,3.871
33325,2.413,3.385,0.17,-1.0,3.681,3.846
34326,2.451,3.421,0.175,-1.0,3.651,3.821
35327,2.49,3.457,0.18,-1.0,3.622,3.797
36327,2.527,3.492,0.185,-1.0,3.592,3.772
37328,2.563,3.527,0.19,-1.0,3.563,3.748
38328,2.597,3.562,0.195,-1.0,3.534,3.724
39329,2.634,3.597,0.2,-1.0,3.504,3.699
40330,2.67,3.631,0.205,-1.0,3.475,3.675
41330,2.704,3.665,0.21,-1.0,3.445,3.65
42331,2.741,3.699,0.215,-1.0,3.416,3.626
43331,2.777,3.732,0.22,-1.0,3.386,3.601
44332,2.812,3.765,0.225,-1.0,3.358,3.578
45333,2.846,3.798,0.23,-1.0,3.329,3.554
46333,2.881,3.83,0.235,-1.0,3.298,3.528
47334,2.916,3.862,0.24,-1.0,3.27,3.505
48335,2.948,3.894,0.245,-1.0,3.239,3.479
49335,2.98,3.926,0.25,-1.0,3.21,3.455
50336,3.016,3.957,0.255,-1.0,3.18,3.43
51336,3.049,3.988,0.26,-1.0,3.151,3.406
52337,3.082,4.019,0.265,-1.0,3.121,3.381
53338,3.117,4.049,0.27,-1.0,3.091,3.356
54338,3.148,4.079,0.275,-1.0,3.062,3.332
55339,3.18,4.109,0.28,-1.0,3.033,3.308
56339,3.211,4.139,0.285,-1.0,3.003,3.283
57340,3.242,4.168,0.29,-1.0,2.974,3.259
58341,3.273,4.197,0.295,-1.0,2.944,3.234
59341,3.305,4.226,0.3,-1.0,2.914,3.209
60342,3.336,4.254,0.305,-1.0,2.886,3.186
61342,3.369,4.282,0.31,-1.0,2.856,3.161
62343,3.402,4.31,0.315,-1.0,2.827,3.137
63344,3.43,4.337,0.32,-1.0,2.796,3.111
64344,3.46,4.364,0.325,-1.0,2.766,3.086
65345,3.492,4.391,0.33,-1.0,2.737,3.062
66345,3.523,4.418,0.335,-1.0,2.708,3.038
67346,3.553,4.444,0.34,-1.0,2.677,3.012
68346,3.58,4.47,0.345,-1.0,2.648,2.988
69347,3.607,4.496,0.35,-1.0,2.618,2.963
70348,3.636,4.521,0.355,-1.0,2.588,2.938
71348,3.667,4.546,0.36,-1.0,2.559,2.914
72349,3.697,4.571,0.365,-1.0,2.529,2.889
73349,3.724,4.596,0.37,-1.0,2.5,2.865
74350,3.754,4.62,0.375,-1.0,2.469,2.839
75351,3.78,4.644,0.38,-1.0,2.44,2.815
76351,3.805,4.668,0.385,-1.0,2.41,2.79
77352,3.834,4.691,0.39,-1.0,2.38,2.765
78352,3.859,4.714,0.395,-1.0,2.351,2.741
79353,3.885,4.737,0.4,-1.0,2.321,2.716
80353,3.912,4.759,0.405,-1.0,2.291,2.691
81354,3.939,4.781,0.41,-1.0,2.262,2.667
82355,3.964,4.803,0.415,-1.0,2.232,2.642
83355,3.991,4.825,0.42,-1.0,2.203,2.618
84356,4.015,4.846,0.425,-1.0,2.173,2.593
85356,4.04,4.867,0.43,-1.0,2.143,2.568
86357,4.067,4.888,0.435,-1.0,2.113,2.543
87357,4.09,4.908,0.44,-1.0,2.083,2.518
88358,4.112,4.928,0.445,-1.0,2.054,2.494
89359,4.138,4.948,0.45,-1.0,2.024,2.469
90359,4.162,4.967,0.455,-1.0,1.996,2.446
91360,4.187,4.986,0.46,-1.0,1.965,2.42
92360,4.208,5.005,0.465,-1.0,1.937,2.397
93361,4.23,5.024,0.47,-1.0,1.905,2.37
94362,4.255,5.042,0.475,-1.0,1.874,2.344
95362,4.28,5.06,0.48,-1.0,1.845,2.32
96363,4.304,5.078,0.485,-1.0,1.815,2.295
97363,4.328,5.095,0.49,-1.0,1.793,2.278
98364,4.352,5.112,0.495,-1.0,1.764,2.254
99365,4.372,5.129,0.5,-1.0,1.726,2.221
100365,4.392,5.145,0.505,-1.0,1.696,2.196
101366,4.414,5.161,0.51,-1.0,1.675,2.18
102366,4.433,5.177,0.515,-1.0,1.637,2.147
103367,4.453,5.193,0.52,-1.0,1.606,2.121
104367,4.474,5.208,0.525,-1.0,1.578,2.098
105368,4.494,5.223,0.53,-1.0,1.55,2.075
106369,4.511,5.238,0.535,-1.0,1.517,2.047
107369,4.531,5.252,0.54,-1.0,1.489,2.024
108370,4.552,5.266,0.545,-1.0,1.458,1.998
109370,4.571,5.28,0.55,-1.0,1.43,1.975
110371,4.59,5.293,0.555,-1.0,1.399,1.949
111372,4.608,5.306,0.56,-1.0,1.371,1.926
112372,4.625,5.319,0.565,-1.0,1.34,1.9
113373,4.644,5.332,0.57,-1.0,1.31,1.875
114373,4.661,5.344,0.575,-1.0,1.28,1.85
115374,4.676,5.356,0.58,-1.0,1.259,1.834
116374,4.695,5.368,0.585,-1.0,1.24,1.82
117375,4.713,5.379,0.59,-1.0,1.192,1.777
118376,4.729,5.39,0.595,-1.0,1.169,1.759
119376,4.746,5.401,0.6,-1.0,1.131,1.726
120377,4.764,5.412,0.605,-1.0,1.103,1.703
121377,4.78,5.422,0.61,-1.0,1.081,1.686
122378,4.797,5.432,0.615,-1.0,1.049,1.659
123379,4.814,5.442,0.62,-1.0,1.011,1.626
124379,4.828,5.451,0.625,-1.0,0.98,1.6
125380,4.845,5.46,0.63,-1.0,0.952,1.577
126381,4.861,5.469,0.635,-1.0,0.921,1.551
127381,4.876,5.477,0.64,-1.0,0.891,1.526
128382,4.892,5.485,0.645,-1.0,0.861,1.501
129382,4.908,5.493,0.65,-1.0,0.832,1.477
130383,4.924,5.501,0.655,-1.0,0.802,1.452
131384,4.94,5.508,0.66,-1.0,0.779,1.434
132384,4.951,5.515,0.665,-1.0,0.741,1.401
133385,4.963,5.522,0.67,-1.0,0.714,1.379
134385,4.976,5.528,0.675,-1.0,0.68,1.35
135386,4.987,5.534,0.68,-1.0,0.65,1.325
136386,4.997,5.54,0.685,-1.0,0.62,1.3
137387,5.011,5.545,0.69,-1.0,0.592,1.277
138388,5.024,5.55,0.695,-1.0,0.56,1.25
139388,5.038,5.555,0.7,-1.0,0.53,1.225
140389,5.048,5.559,0.705,-1.0,0.499,1.199
141389,5.059,5.563,0.71,-1.0,0.471,1.176
142390,5.072,5.567,0.715,-1.0,0.44,1.15
143391,5.082,5.571,0.72,-1.0,0.407,1.122
144391,5.094,5.574,0.725,-1.0,0.374,1.094
145392,5.104,5.577,0.73,-1.0,0.349,1.074
