timestamp,x,z,vtheta,grad,g,u
746,7.967,7.967,0.0,0.0,-3.279,-3.279
1747,7.924,7.923,0.0,0.0,-4.346,-4.346
2747,7.878,7.879,0.0,1.0,-4.317,-4.317
3748,7.833,7.836,0.0,-1.0,-4.288,-4.288
4748,7.79,7.793,0.0,-1.0,-4.259,-4.259
5749,7.749,7.75,0.0,-1.0,-4.23,-4.23
6749,7.706,7.707,0.0,-1.0,-4.209,-4.209
7750,7.662,7.665,0.0,-1.0,-4.171,-4.171
8751,7.622,7.623,0.0,-1.0,-4.151,-4.151
9751,7.58,7.581,0.0,-1.0,-4.131,-4.131
10752,7.537,7.54,0.0,-1.0,-4.084,-4.084
11752,7.498,7.499,0.0,-1.0,-4.055,-4.055
12753,7.459,7.458,0.0,-1.0,-4.027,-4.027
13753,7.419,7.418,0.0,1.0,-3.998,-3.998
14754,7.38,7.378,0.0,1.0,-3.969,-3.969
15755,7.338,7.338,0.0,1.0,-3.94,-3.94
16755,7.299,7.298,0.0,0.0,-3.911,-3.911
17756,7.259,7.259,0.0,1.0,-3.882,-3.882
18757,7.218,7.22,0.0,0.0,-3.853,-3.853
19757,7.18,7.181,0.0,-1.0,-3.824,-3.824
20758,7.139,7.143,0.0,-1.0,-3.795,-3.795
21758,7.103,7.105,0.0,-1.0,-3.766,-3.766
22759,7.067,7.067,0.0,-1.0,-3.737,-3.737
23759,7.028,7.029,0.0,0.0,-3.708,-3.708
24760,6.991,6.992,0.0,-1.0,-3.679,-3.679
25761,6.956,6.955,0.0,-1.0,-3.65,-3.65
26761,6.921,6.918,0.0,1.0,-3.621,-3.621
27762,6.883,6.882,0.0,1.0,-3.592,-3.592
28763,6.845,6.846,0.0,1.0,-3.563,-3.563
29763,6.807,6.81,0.0,-1.0,-3.543,-3.543
30764,6.772,6.774,0.0,-1.0,-3.505,-3.505
31764,6.735,6.739,0.0,-1.0,-3.485,-3.485
32765,6.698,6.704,0.0,-1.0,-3.456,-3.456
33765,6.661,6.669,0.0,-1.0,-3.418,-3.418
34766,6.625,6.635,0.0,-1.0,-3.389,-3.389
35767,6.589,6.601,0.0,-1.0,-3.36,-3.36
36767,6.554,6.567,0.005,-1.0,-3.332,-3.332
37768,6.523,6.533,0.01,-1.0,-3.303,-3.298
38769,6.488,6.5,0.015,-1.0,-3.273,-3.263
